merge_key,name,times_scores_citations,the_score,qs_score,teaching,subjects_offered,nid,aliases,international_students,disabled,city,year,unaccredited,size,students_to_staff_ratio,research_quality,female_to_male_ratio,country,international_outlook,research_environment,industry_impact,region,closed,acronym,student_population,type,research_output,overall_score
catholicuniversityofávila,,,,,,"General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Education,Other Health,Economics & Econometrics,Law,Sociology,Computer Science,Business & Management,Electrical & Electronic Engineering,Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Psychology,Agriculture & Forestry",720302.0,Catholic University of Ávila,,False,,,False,,,,,,,,,,False,,,,,
católicadecórdoba,,,,,,,,,,,Córdoba,,,M,,,,,,,,Latin America,,,,Private,Low,
caucasusinternationaluniversity,,,,,,"Agriculture & Forestry,Law,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Politics & International Studies (incl Development Studies),Business & Management",724641.0,Caucasus International University,,False,,,False,,,,,,,,,,False,,,,,
ca’foscariuniversityofvenice,Ca’ Foscari University of Venice,52.8,45.5845,,38.0,"Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,General Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Accounting & Finance,Sport Science,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,Sociology,History, Philosophy & Theology,Computer Science,Chemistry,Agriculture & Forestry,Education,Law,Biological Sciences",131648.0,Ca’ Foscari University of Venice,13%,False,,2026.0,False,,20.3,53.2,64 : 36,Italy,65.9,38.0,61.3,,False,,"11,178",,,
cbsinternationalbusinessschool,,,,,,"Computer Science,Business & Management,Accounting & Finance,Economics & Econometrics",685216.0,CBS International Business School,,False,,,False,,,,,,,,,,False,,,,,
cearástateuniversity,Ceará State University,8.9,16.327499999999997,,24.9,"Art, Performing Arts & Design,Chemistry,Education,Archaeology,Agriculture & Forestry,Business & Management,Sport Science,Economics & Econometrics,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Computer Science,Physics & Astronomy,Other Health,Biological Sciences,Sociology",639047.0,Ceará State University,0%,False,,2026.0,False,,13.0,10.2,60 : 40,Brazil,22.0,12.0,19.8,,False,,"14,109",,,
cebutechnologicaluniversity,,,,,,"Mathematics & Statistics,Electrical & Electronic Engineering,Communication & Media Studies,Agriculture & Forestry,General Engineering,Mechanical & Aerospace Engineering,Other Health,Veterinary Science,Psychology,Sociology,Civil Engineering,Languages, Literature & Linguistics,Business & Management,Computer Science,Biological Sciences",715120.0,Cebu Technological University,,False,,,False,,,,,,,,,,False,,,,,
cecosuniversityofitandemergingsciences,,,,,,"Mechanical & Aerospace Engineering,Civil Engineering,Other Health,Mathematics & Statistics,Architecture,Biological Sciences,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Computer Science",685036.0,CECOS University of IT and Emerging Sciences,,False,,,False,,,,,,,,,,False,,,,,
centralenantes,Centrale Nantes,50.6,43.1775,,39.9,"Computer Science,Mathematics & Statistics,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",638882.0,Centrale Nantes,37%,False,,2026.0,False,,13.2,41.7,23 : 77,France,85.4,31.2,86.1,,False,,"1,755",,,
centraleuropeanuniversity,Central European University,,55.693,,50.0,"Law,Politics & International Studies (incl Development Studies),Business & Management,Economics & Econometrics,Mathematics & Statistics,Sociology,History, Philosophy & Theology,Accounting & Finance",1035.0,Central European University,96%,False,,2026.0,False,,7.8,76.3,58 : 42,Austria,92.6,34.4,28.3,,False,,"1,453",,,
centralluzonstateuniversity,,,,,,"Geology, Environmental, Earth & Marine Sciences,Business & Management,Sociology,Biological Sciences,Education,Psychology,Civil Engineering,Veterinary Science,Agriculture & Forestry,Computer Science,Accounting & Finance,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies",624501.0,Central Luzon State University,,False,,,False,,,,,,,,,,False,,,,,
centralmichiganuniversity,Central Michigan University,46.8,33.6095,,30.2,"Mechanical & Aerospace Engineering,Sociology,Economics & Econometrics,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Communication & Media Studies,General Engineering,Medicine & Dentistry,Other Health,Chemical Engineering,Psychology,Art, Performing Arts & Design,Mathematics & Statistics,Law,Geography,Education,Chemistry,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Languages, Literature & Linguistics,Business & Management,Accounting & Finance,Agriculture & Forestry",593036.0,Central Michigan University,10%,False,,2026.0,False,,19.8,49.6,59 : 41,United States,40.7,16.8,47.4,,False,,"13,765",,,
centralqueenslanduniversity,Central Queensland University,76.0,47.129,,18.0,"Computer Science,Accounting & Finance,Education,Physics & Astronomy,Biological Sciences,Art, Performing Arts & Design,Psychology,Medicine & Dentistry,Chemical Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Agriculture & Forestry,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Civil Engineering,Business & Management,Economics & Econometrics,General Engineering,Sport Science,Law,Chemistry,Other Health,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",131564.0,Central Queensland University CQUni CQUniversity  Australia CQU,27%,False,Norman Gardens,2026.0,False,M,25.5,86.6,61 : 39,Australia,80.4,26.9,50.2,Oceania,False,,"13,193",Public,Very High,
centralsouthuniversity,Central South University,,54.32149999999999,,39.1,,,,4%,,,2026.0,,XL,20.4,80.3,,China,31.4,42.6,99.7,Asia,,,"57,917",Public,Very High,
centraluniversityofharyana,Central University of Haryana,,32.291999999999994,,19.3,,,,0%,,,2026.0,,,19.8,63.6,44 : 56,India,25.9,16.8,17.6,,,,"4,612",,,
centraluniversityofjammu,Central University of Jammu,,33.32599999999999,,42.5,,,,0%,,,2026.0,,,4.8,50.8,45 : 55,India,24.1,10.5,17.4,,,,"1,086",,,
centraluniversityofpunjab,Central University of Punjab,,41.5405,,30.3,,,,2%,,,2026.0,,,14.1,78.7,37 : 63,India,29.2,19.8,26.5,,,,"2,829",,,
centraluniversityofvenezuela,Central University of Venezuela,,18.2915,,24.2,,,,1%,,,2026.0,,,7.8,14.1,54 : 46,Venezuela,48.7,8.6,19.4,,,,"27,604",,,
centrodeestudiosparalacalidadeducativaylainvestigacióncientífica,,,,,,"Education,Politics & International Studies (incl Development Studies),Law,Sport Science",721611.0,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),,False,,,False,,,,,,,,,,False,,,,,
centrofederaldeeducaçãotecnológicacelsosuckowdafonseca,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),18.2,18.858,,15.5,"Economics & Econometrics,Business & Management,Medicine & Dentistry,Biological Sciences,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Education,Architecture,Computer Science,Sport Science,Other Health,Law,Agriculture & Forestry,Languages, Literature & Linguistics,Archaeology,Physics & Astronomy,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Communication & Media Studies,Civil Engineering,Electrical & Electronic Engineering,Geography,Chemistry,Sociology,Veterinary Science",724771.0,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),0%,False,,2026.0,False,,22.2,26.3,36 : 64,Brazil,36.3,10.1,18.6,,False,CEFET-RJ,"19,873",,,
centrouniversitáriocesuca,,,,,,"Law,Medicine & Dentistry,General Engineering,Computer Science,Civil Engineering,Business & Management,Other Health,Education,Mathematics & Statistics,Veterinary Science,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,Architecture",724506.0,Centro Universitário Cesuca,,False,,,False,,,,,,,,,,False,,,,,
centurionuniversityoftechnologyandmanagement,Centurion University of Technology and Management,,24.4045,,15.3,"Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Accounting & Finance,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Economics & Econometrics,Education,Computer Science,Electrical & Electronic Engineering,Medicine & Dentistry,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Other Health,Law,Communication & Media Studies,Architecture,Biological Sciences",624963.0,Centurion University of Technology and Management,2%,False,,2026.0,False,,21.4,41.1,27 : 73,India,27.4,13.0,43.4,,False,,"12,028",,,
cesuniversity,CES University,5.8,15.794999999999998,,21.7,"Chemistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Other Health,Mathematics & Statistics,Medicine & Dentistry,Veterinary Science,Psychology,History, Philosophy & Theology,Biological Sciences,Agriculture & Forestry,Languages, Literature & Linguistics",625599.0,CES University,2%,False,,2026.0,False,,10.5,10.4,70 : 30,Colombia,37.9,9.5,16.9,,False,,"7,673",,,
cetysuniversidad,,,,,,"Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Psychology,Education,Law,General Engineering,Business & Management,Electrical & Electronic Engineering",587949.0,CETYS Universidad CETYS Universidad University CETYS Universidad CETYS,,False,,,False,,,,,,,,,,False,,,,,
ceuuniversities,CEU Universities,,24.8435,,21.9,,,,20%,,,2026.0,,,12.6,33.9,64 : 36,Spain,49.8,11.8,26.4,,,,"21,391",,,
changgunguniversityofscienceandtechnology,Chang Gung University of Science and Technology,37.2,24.3445,,16.1,"Biological Sciences,Education,Other Health",707870.0,Chang Gung University of Science and Technology,0%,False,,2026.0,False,,18.6,39.8,89 : 11,Taiwan,21.0,15.2,41.8,,False,,"6,113",,,
changjungchristianuniversity,,,,,,,,,,,Tainan City,,,M,,,,,,,,Asia,,,,Private,High,
changshauniversityofscienceandtechnology,Changsha University of Science and Technology,76.5,33.1385,,16.3,"Chemical Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Law,Architecture,Business & Management,Geography,Accounting & Finance,Computer Science",623160.0,Changsha University of Science and Technology,1%,False,,2026.0,False,,17.4,63.4,35 : 65,China,23.8,15.3,77.2,,False,,"41,350",,,
changzhouuniversity,Changzhou University,,29.297,,15.5,,,,2%,,,2026.0,,,17.0,54.3,,China,21.1,14.4,66.9,,,,"29,126",,,
chang’anuniversity,Chang’an University,,32.713,,30.1,,,,5%,,,2026.0,,,10.3,45.8,31 : 69,China,27.3,17.0,77.9,,,,"40,205",,,
chaoyanguniversityoftechnology,Chaoyang University of Technology,28.2,29.51,,15.5,"Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Education,Psychology,Business & Management,Chemical Engineering,Accounting & Finance,Architecture,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,General Engineering,Other Health,Sport Science,Communication & Media Studies,Chemistry,Civil Engineering,Computer Science,Mathematics & Statistics,Sociology",131639.0,Chaoyang University of Technology,6%,False,,2026.0,False,,34.9,42.6,55 : 45,Taiwan,45.3,22.8,53.7,,False,,"13,390",,,
chapmanuniversity,,48.1,,,,"Languages, Literature & Linguistics,Education,Biological Sciences,Physics & Astronomy,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,General Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Other Health,Art, Performing Arts & Design,Psychology,Electrical & Electronic Engineering,Law,Chemistry,Politics & International Studies (incl Development Studies)",591932.0,Chapman University,,False,,,False,,,,,,,,,,False,,,,,
charismauniversity,,,,,,"Other Health,Business & Management,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Education,History, Philosophy & Theology",678552.0,Charisma University,,False,,,False,,,,,,,,,,False,,,,,
charité-universitätsmedizinberlin,Charité - Universitätsmedizin Berlin,97.7,66.937,,47.2,"Medicine & Dentistry,Other Health",131692.0,Charité - Universitätsmedizin Berlin,21%,False,,2026.0,False,,18.1,98.2,65 : 35,Germany,72.4,48.7,100.0,,False,,"9,520",,,
charlesdarwinuniversity,Charles Darwin University,73.9,47.2335,,22.7,"Law,Agriculture & Forestry,Sport Science,Medicine & Dentistry,Communication & Media Studies,Architecture,Languages, Literature & Linguistics,Biological Sciences,Sociology,Business & Management,Other Health,Electrical & Electronic Engineering,Art, Performing Arts & Design,Education,Civil Engineering,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Psychology,Mechanical & Aerospace Engineering",774.0,Charles Darwin University,38%,False,Casuarina,2026.0,False,M,23.9,78.9,65 : 35,Australia,82.4,29.9,50.4,Oceania,False,,"7,195",Public,Very High,
charlessturtuniversity,Charles Sturt University,55.1,39.62199999999999,,18.8,"Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Veterinary Science,Law,Sport Science,Computer Science,Communication & Media Studies,Education,Civil Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Sociology,Medicine & Dentistry,Chemistry,Accounting & Finance,Biological Sciences,Geography,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology",622989.0,Charles Sturt University,11%,False,Thurgoona,2026.0,False,M,21.8,72.3,69 : 31,Australia,59.2,20.2,52.2,Oceania,False,,"18,763",Public,Very High,
chaudharycharansinghuniversity-meerut,Chaudhary Charan Singh University - Meerut,,30.8295,,34.4,,,,0%,,,2026.0,,,15.0,45.8,36 : 64,India,32.9,11.0,32.1,,,,"3,519",,,
chelyabinskstateuniversity,Chelyabinsk State University,10.7,12.3565,,12.9,"Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Communication & Media Studies,Education,Business & Management,Computer Science,Law,Mathematics & Statistics,Chemistry,Agriculture & Forestry,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Sociology",670419.0,Chelyabinsk State University,2%,True,,2026.0,False,,23.4,9.6,57 : 43,Russian Federation,25.4,10.6,17.3,,False,,"13,208",,,
chengduuniversity,Chengdu University,74.1,37.1245,,17.4,"Medicine & Dentistry,Computer Science,Business & Management,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sport Science,Chemical Engineering,Economics & Econometrics,General Engineering,Education,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Law,Biological Sciences",622899.0,Chengdu University,2%,False,,2026.0,False,,16.2,77.9,54 : 46,China,28.7,15.7,47.9,,False,,"27,472",,,
chernihivpolytechnicnationaluniversity,,,,,,"Agriculture & Forestry,Economics & Econometrics,Languages, Literature & Linguistics,Accounting & Finance,Sport Science,Mechanical & Aerospace Engineering,Architecture,Computer Science,Law,Civil Engineering,Psychology,Business & Management,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",678558.0,Chernihiv Polytechnic National University,,False,,,False,,,,,,,,,,False,,,,,
chettinadacademyofresearchandeducation,,,,,,"Biological Sciences,Architecture,Law,Other Health,Psychology",725434.0,Chettinad Academy of Research and Education,,False,,,False,,,,,,,,,,False,,,,,
chiangmaiuniversity,Chiang Mai University,46.3,34.664500000000004,,29.0,"Education,History, Philosophy & Theology,Art, Performing Arts & Design,Sport Science,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Other Health,Architecture,Psychology,Medicine & Dentistry,Agriculture & Forestry,Electrical & Electronic Engineering,General Engineering,Archaeology,Civil Engineering,Veterinary Science,Economics & Econometrics,Languages, Literature & Linguistics,Geography,Business & Management,Accounting & Finance,Sociology,Computer Science,Physics & Astronomy,Biological Sciences,Law,Mechanical & Aerospace Engineering,Chemistry",997.0,Chiang Mai University,4%,False,Chiang Mai,2026.0,False,XL,13.9,51.7,61 : 39,Thailand,39.3,18.8,55.0,Asia,False,,"35,691",Public,High,
chibainstituteoftechnology,Chiba Institute of Technology,13.0,14.32,,14.5,"Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Accounting & Finance,Chemistry,Chemical Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Biological Sciences,Computer Science,Business & Management",131383.0,Chiba Institute of Technology,2%,False,,2026.0,False,,24.6,15.2,15 : 85,Japan,21.3,8.5,35.5,,False,,"10,048",,,
chinaagriculturaluniversity,,,,,,,,,,,Beijing,,,L,,,,,,,,Asia,,,,Public,Very High,
"chinamedicaluniversity,taiwan","China Medical University, Taiwan",92.4,52.9175,,28.2,"History, Philosophy & Theology,Medicine & Dentistry,Veterinary Science,Biological Sciences,Business & Management,Other Health,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sport Science,Law",933.0,"China Medical University, Taiwan",7%,False,,2026.0,False,,15.5,91.7,57 : 43,Taiwan,51.3,32.5,95.4,,False,,"7,217",,,
chinapharmaceuticaluniversity,China Pharmaceutical University,52.8,35.2975,,25.6,"General Engineering,Business & Management,Computer Science,Languages, Literature & Linguistics,Physics & Astronomy,Mathematics & Statistics,Psychology,Economics & Econometrics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Sociology,Biological Sciences,Chemistry,Other Health",624234.0,China Pharmaceutical University,2%,False,,2026.0,False,,16.7,55.8,63 : 37,China,21.1,20.7,85.5,,False,,"19,664",,,
chinauniversityofgeosciences,,,,,,,,,,,Wuhan,,,L,,,,,,,,Asia,,,,Public,Very High,
chinauniversityofpetroleum,,54.3,,,,"Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sociology,Mathematics & Statistics,Physics & Astronomy,General Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Civil Engineering,Computer Science,Economics & Econometrics",685642.0,China University of Petroleum (East China),,False,,,False,,,,,,,,,,False,,,,,
"chinauniversityofpetroleum,beijing","China University of Petroleum, Beijing",56.6,43.974500000000006,,34.2,"Economics & Econometrics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Computer Science,Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering",131744.0,"China University of Petroleum, Beijing",5%,False,,2026.0,False,,18.1,56.8,,China,26.1,38.0,96.7,,False,,"18,745",,,
chinauniversityofpoliticalscienceandlaw,,,,,,,,,,,Beijing,,,L,,,,,,,,Asia,,,,Public,Medium,
chinesecultureuniversity,Chinese Culture University,16.8,16.175,,14.8,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Agriculture & Forestry,Law,Other Health,Mathematics & Statistics,Business & Management,Computer Science,Veterinary Science,Education,Architecture,Sport Science,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Biological Sciences,Psychology",623859.0,Chinese Culture University,7%,False,,2026.0,False,,21.2,15.8,48 : 52,Taiwan,30.0,11.9,34.2,,False,,"18,673",,,
chineseuniversityofhongkong,,97.6,,,,"Languages, Literature & Linguistics,Architecture,Computer Science,Mechanical & Aerospace Engineering,Sport Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,General Engineering,Mathematics & Statistics,Education,Accounting & Finance,Other Health,Chemistry,Electrical & Electronic Engineering,Biological Sciences,Psychology,Law,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Geography,History, Philosophy & Theology,Sociology,Art, Performing Arts & Design,Business & Management",662356.0,Chinese University of Hong Kong CUHK,,False,,,False,,,,,,,,,,False,,,,,
chinhoyiuniversityoftechnology,,,,,,"Mathematics & Statistics,General Engineering,Chemistry,Biological Sciences,Computer Science,Other Health,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Communication & Media Studies,Business & Management,Art, Performing Arts & Design,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences",715282.0,Chinhoyi University of Technology,,False,,,False,,,,,,,,,,False,,,,,
chitkarauniversity,Chitkara University,,40.810500000000005,,21.1,"Economics & Econometrics,Communication & Media Studies,Education,Computer Science,Business & Management,Accounting & Finance,Civil Engineering,Art, Performing Arts & Design,Architecture,Electrical & Electronic Engineering",622197.0,Chitkara University,3%,False,,2026.0,False,,13.8,91.0,44 : 56,India,28.2,14.7,22.7,,False,,"18,269",,,
chittagonguniversityofengineering&technology,Chittagong University of Engineering & Technology,,30.918499999999995,,13.7,,,,0%,,,2026.0,,,17.4,67.2,23 : 77,Bangladesh,32.0,11.7,23.1,,,,"5,758",,,
chongqinguniversity,Chongqing University,75.9,50.19799999999999,,30.2,"Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Sport Science,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Civil Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Architecture,Biological Sciences,Law,History, Philosophy & Theology,Chemistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Communication & Media Studies",131440.0,Chongqing University,3%,False,Chongqing,2026.0,False,XL,17.7,78.1,,China,46.6,36.0,98.1,Asia,False,,"45,609",Public,Very High,
chonnamnationaluniversity,Chonnam National University,43.6,37.7795,,34.5,"Other Health,Business & Management,Architecture,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sociology,Sport Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,General Engineering,Accounting & Finance,Psychology,Chemistry,Medicine & Dentistry,Geography,Archaeology,Mathematics & Statistics,Physics & Astronomy,Chemical Engineering,History, Philosophy & Theology,Education,Politics & International Studies (incl Development Studies),Veterinary Science,Law,Agriculture & Forestry",131702.0,Chonnam National University,8%,False,Gwangju,2026.0,False,L,12.6,47.0,51 : 49,South Korea,33.2,29.6,60.7,Asia,False,,"16,714",Public,Very High,
chosununiversity,Chosun University,25.0,27.198,,25.2,"History, Philosophy & Theology,Civil Engineering,Law,Archaeology,Chemical Engineering,Education,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,General Engineering,Mathematics & Statistics,Architecture,Biological Sciences,Business & Management,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Sport Science,Accounting & Finance,Medicine & Dentistry,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics",623973.0,Chosun University,2%,False,,2026.0,False,,25.1,25.8,47 : 53,South Korea,31.0,23.1,75.0,,False,,"19,223",,,
christian-albrechts-universityzukiel,,,,24.1,,,,,,,Kiel,,,L,,,,,,,,Europe,,,,Public,Very High,
christuniversity,Christ University,,27.128499999999995,,15.6,,,,1%,,,2026.0,,,20.3,52.0,52 : 48,India,24.5,14.5,22.1,,,,"35,193",,,
christuniversitybengaluruindia,,44.4,,,,"Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Education,Biological Sciences,Chemical Engineering,Accounting & Finance,Civil Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Law,Computer Science,Sociology,Chemistry,History, Philosophy & Theology,Architecture,Physics & Astronomy",587739.0,Christ University Bengaluru India,,False,,,False,,,,,,,,,,False,,,,,
chubuuniversity,Chubu University,15.9,17.1875,,17.2,"Architecture,Agriculture & Forestry,Physics & Astronomy,Education,Computer Science,Mathematics & Statistics,Psychology,Chemical Engineering,Chemistry,Other Health,Sport Science,Archaeology,Sociology,Languages, Literature & Linguistics,General Engineering,Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Civil Engineering,Law,Electrical & Electronic Engineering,Communication & Media Studies",609480.0,Chubu University,1%,False,,2026.0,False,,17.5,15.0,28 : 72,Japan,36.3,11.5,38.9,,False,,"9,261",,,
chungbuknationaluniversity,Chungbuk National University,29.9,35.42399999999999,,33.5,"Chemical Engineering,Mathematics & Statistics,Business & Management,Chemistry,Sociology,Psychology,Architecture,Art, Performing Arts & Design,Economics & Econometrics,Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Accounting & Finance,Geography,Biological Sciences,Civil Engineering,Education,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Physics & Astronomy,General Engineering,Computer Science,Archaeology,Veterinary Science,Mechanical & Aerospace Engineering,Communication & Media Studies",623469.0,Chungbuk National University CBNU,11%,False,Cheongju,2026.0,False,L,13.3,36.3,43 : 57,South Korea,36.5,31.4,70.2,Asia,False,,"11,274",Public,High,
chungnamnationaluniversity,Chungnam National University,34.9,33.9375,,30.1,"Medicine & Dentistry,Chemistry,Law,Architecture,Biological Sciences,Geography,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Archaeology,Agriculture & Forestry,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Communication & Media Studies,General Engineering,Sport Science,Accounting & Finance,Computer Science,Physics & Astronomy,Education,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Psychology",131405.0,Chungnam National University CNU Chung Nam National University Chung-Nam,3%,False,Daejeon,2026.0,False,L,20.2,37.9,47 : 53,South Korea,25.4,30.7,72.0,Asia,False,,"20,792",Public,Very High,
chungshanmedicaluniversity,Chung Shan Medical University,27.0,25.8895,,20.3,"Computer Science,Sociology,Languages, Literature & Linguistics,Chemistry,Agriculture & Forestry,Psychology,Biological Sciences,Medicine & Dentistry,Other Health,Communication & Media Studies,Business & Management",622908.0,Chung Shan Medical University,3%,False,,2026.0,False,,17.5,31.7,65 : 35,Taiwan,22.2,21.4,63.0,,False,,"7,085",,,
chungyuanchristianuniversity,Chung Yuan Christian University,39.0,29.2745,,18.9,"Economics & Econometrics,Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Architecture,Psychology,Chemistry,Business & Management,Art, Performing Arts & Design,General Engineering,Accounting & Finance,Biological Sciences,Electrical & Electronic Engineering,Law,Computer Science,Education,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences",935.0,Chung Yuan Christian University,8%,False,Taoyuan City,2026.0,False,L,30.2,36.4,47 : 53,Taiwan,42.2,24.2,64.9,Asia,False,,"14,676",Public,High,
