Unnamed: 0,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
239,13699.0,1204.0,10636.0,,,,,,,,,Citrus College,Predominantly certificate-degree,Associate's
241,16870.0,1696.0,14656.0,,,,,,,,,City College of San Francisco,Predominantly certificate-degree,Associate's
243,86500.0,67980.0,67980.0,720.0,750.0,770.0,790.0,1527.0,33.0,35.0,34.0,Claremont McKenna College,Predominantly bachelor's-degree,Graduate
246,24290.0,1364.0,11612.0,,,,,,,,,Coastline Community College,Predominantly associate's-degree,Associate's
247,35722.0,22480.0,22480.0,,,,,,,,,University of Silicon Valley,Predominantly bachelor's-degree,Graduate
250,19870.0,1282.0,9264.0,,,,,,,,,Columbia College,Predominantly associate's-degree,Associate's
251,31890.0,25186.0,25186.0,,,,,,,,,California College of ASU,Predominantly bachelor's-degree,Bachelor's
252,20447.0,1142.0,8822.0,,,,,,,,,Compton College,Predominantly associate's-degree,Associate's
253,18422.0,1312.0,10320.0,,,,,,,,,Contra Costa College,Predominantly associate's-degree,Associate's
254,14202.0,1288.0,12616.0,,,,,,,,,Cosumnes River College,Predominantly associate's-degree,Associate's
255,20282.0,1188.0,14556.0,,,,,,,,,Crafton Hills College,Predominantly certificate-degree,Associate's
256,20192.0,1350.0,11010.0,,,,,,,,,Cuesta College,Predominantly certificate-degree,Associate's
257,16690.0,1346.0,11314.0,,,,,,,,,Cuyamaca College,Predominantly associate's-degree,Associate's
258,14290.0,1150.0,12379.0,,,,,,,,,Cypress College,Predominantly certificate-degree,Bachelor's
259,14975.0,1571.0,12596.0,,,,,,,,,De Anza College,Predominantly associate's-degree,Associate's
261,24607.0,1326.0,10174.0,,,,,,,,,College of the Desert,Predominantly certificate-degree,Associate's
262,55911.0,29300.0,29300.0,,,,,,,,,Design Institute of San Diego,Predominantly bachelor's-degree,Graduate
264,16774.0,1312.0,10320.0,,,,,,,,,Diablo Valley College,Predominantly associate's-degree,Associate's
265,71751.0,52161.0,52161.0,620.0,590.0,660.0,640.0,1290.0,,,23.0,Dominican University of California,Predominantly bachelor's-degree,Graduate
267,19193.0,1238.0,10572.0,,,,,,,,,East Los Angeles College,Predominantly associate's-degree,Associate's
268,15246.0,1144.0,7630.0,,,,,,,,,El Camino Community College District,Predominantly associate's-degree,Associate's
270,22105.0,1366.0,8718.0,,,,,,,,,Evergreen Valley College,Predominantly associate's-degree,Associate's
271,54318.0,35000.0,35000.0,,,,,,,,,FIDM-Fashion Institute of Design & Merchandising,Predominantly associate's-degree,Graduate
272,20385.0,1465.0,10435.0,,,,,,,,,Feather River Community College District,Predominantly associate's-degree,Bachelor's
277,16361.0,1565.0,12590.0,,,,,,,,,Foothill College,Predominantly certificate-degree,Bachelor's
280,17198.0,1334.0,10154.0,,,,,,,,,Fresno City College,Predominantly associate's-degree,Associate's
281,44249.0,36660.0,36660.0,,,,,,,,21.0,Fresno Pacific University,Predominantly bachelor's-degree,Graduate
283,14369.0,1150.0,12379.0,,,,,,,,,Fullerton College,Predominantly associate's-degree,Associate's
284,15161.0,1508.0,12249.0,,,,,,,,,Gavilan College,Predominantly associate's-degree,Associate's
286,17501.0,1191.0,10935.0,,,,,,,,,Glendale Community College,Predominantly associate's-degree,Associate's
289,14618.0,1380.0,11628.0,,,,,,,,,Golden West College,Predominantly associate's-degree,Associate's
291,14027.0,1332.0,10628.0,,,,,,,,,Grossmont College,Predominantly associate's-degree,Associate's
293,11892.0,1404.0,10374.0,,,,,,,,,Hartnell College,Predominantly associate's-degree,Associate's
294,90165.0,68613.0,68613.0,730.0,770.0,770.0,800.0,1545.0,34.0,36.0,35.0,Harvey Mudd College,Predominantly bachelor's-degree,Bachelor's
297,25170.0,8250.0,20850.0,,,,,,,,,California State Polytechnic University-Humboldt,Predominantly bachelor's-degree,Graduate
298,20918.0,13500.0,13500.0,,,,,,,,,Humphreys University-Stockton and Modesto Campuses,Predominantly bachelor's-degree,Graduate
299,11998.0,1148.0,8852.0,,,,,,,,,Imperial Valley College,Predominantly associate's-degree,Associate's
302,13001.0,1156.0,11860.0,,,,,,,,,Irvine Valley College,Predominantly associate's-degree,Associate's
305,16881.0,1334.0,10154.0,,,,,,,,,Reedley College,Predominantly certificate-degree,Associate's
306,35062.0,22118.0,22118.0,,,,,,,,,Life Pacific University,Predominantly bachelor's-degree,Graduate
307,62278.0,49470.0,49470.0,498.0,488.0,663.0,573.0,1083.0,18.0,25.0,21.0,University of La Verne,Predominantly bachelor's-degree,Graduate
308,57989.0,37500.0,37500.0,,,,,,,,,Laguna College of Art and Design,Predominantly bachelor's-degree,Graduate
309,17666.0,1131.0,11103.0,,,,,,,,,Lake Tahoe Community College,Predominantly associate's-degree,Associate's
311,25335.0,1258.0,9898.0,,,,,,,,,Laney College,Predominantly associate's-degree,Associate's
312,20228.0,1144.0,9280.0,,,,,,,,,Lassen Community College,Predominantly associate's-degree,Associate's
313,16570.0,14050.0,14050.0,,,,,,,,,Latin American Bible Institute,Predominantly associate's-degree,Bachelor's
317,51459.0,37710.0,37710.0,,,,,,,,23.0,La Sierra University,Predominantly bachelor's-degree,Graduate
319,14503.0,1556.0,12544.0,,,,,,,,,Long Beach City College,Predominantly certificate-degree,Associate's
320,57740.0,10476.0,10476.0,,,,,,,,,Southern California University of Health Sciences,Predominantly certificate-degree,Graduate
321,21772.0,1238.0,10568.0,,,,,,,,,Los Angeles Harbor College,Predominantly associate's-degree,Associate's
322,21400.0,1238.0,10572.0,,,,,,,,,Los Angeles Pierce College,Predominantly associate's-degree,Associate's
323,13624.0,1238.0,10572.0,,,,,,,,,Los Angeles Southwest College,Predominantly associate's-degree,Associate's
324,20457.0,1238.0,10572.0,,,,,,,,,Los Angeles Trade Technical College,Predominantly certificate-degree,Associate's
325,20546.0,1238.0,10572.0,,,,,,,,,Los Angeles Valley College,Predominantly associate's-degree,Associate's
326,54845.0,39020.0,39020.0,,,,,,,,,The Master's University and Seminary,Predominantly bachelor's-degree,Graduate
327,18924.0,1238.0,10572.0,,,,,,,,,Los Angeles City College,Predominantly associate's-degree,Associate's
329,21717.0,1238.0,10572.0,,,,,,,,,Los Angeles Mission College,Predominantly associate's-degree,Associate's
330,16056.0,1312.0,10320.0,,,,,,,,,Los Medanos College,Predominantly associate's-degree,Associate's
331,83943.0,62357.0,62357.0,640.0,620.0,720.0,710.0,1359.0,28.0,32.0,30.0,Loyola Marymount University,Predominantly bachelor's-degree,Graduate
337,21015.0,1558.0,9334.0,,,,,,,,,College of Marin,Predominantly associate's-degree,Associate's
338,17544.0,1423.0,10003.0,,,,,,,,,Mendocino College,Predominantly associate's-degree,Associate's
339,72020.0,53630.0,53630.0,,,,,,,,,Menlo College,Predominantly bachelor's-degree,Bachelor's
340,14485.0,1200.0,8520.0,,,,,,,,,Merced College,Predominantly associate's-degree,Associate's
341,21424.0,1258.0,9898.0,,,,,,,,,Merritt College,Predominantly certificate-degree,Associate's
342,85418.0,67778.0,67778.0,690.0,730.0,740.0,780.0,1472.0,32.0,33.0,31.0,Northeastern University Oakland,Predominantly bachelor's-degree,Graduate
343,15531.0,1158.0,9750.0,,,,,,,,,MiraCosta College,Predominantly certificate-degree,Bachelor's
344,13744.0,1438.0,12500.0,,,,,,,,,Mission College,Predominantly associate's-degree,Associate's
346,11487.0,1282.0,9264.0,,,,,,,,,Modesto Junior College,Predominantly associate's-degree,Bachelor's
349,19605.0,1188.0,10572.0,,,,,,,,,Monterey Peninsula College,Predominantly associate's-degree,Associate's
350,8015.0,1426.0,9615.0,,,,,,,,,Moorpark College,Predominantly associate's-degree,Associate's
351,15701.0,1364.0,10464.0,,,,,,,,,Mt San Antonio College,Predominantly associate's-degree,Associate's
352,66726.0,49564.0,49564.0,,,,,,,,,Mount Saint Mary's University,Predominantly bachelor's-degree,Graduate
353,14257.0,1448.0,12728.0,,,,,,,,,Mt San Jacinto Community College District,Predominantly associate's-degree,Associate's
354,52369.0,34322.0,34322.0,,,,,,,,,Musicians Institute,Predominantly certificate-degree,Graduate
355,22572.0,1156.0,11908.0,,,,,,,,,Napa Valley College,Predominantly associate's-degree,Associate's
357,33978.0,13284.0,13284.0,,,,,,,,,National University,Predominantly bachelor's-degree,Graduate
359,62004.0,30291.0,30291.0,,,,,,,,,Newschool of Architecture and Design,Predominantly bachelor's-degree,Graduate
366,84800.0,66274.0,66274.0,690.0,690.0,750.0,770.0,1452.0,31.0,34.0,32.0,Occidental College,Predominantly bachelor's-degree,Bachelor's
367,21254.0,1202.0,8714.0,,,,,,,,,Ohlone College,Predominantly associate's-degree,Associate's
368,15561.0,1392.0,11640.0,,,,,,,,,Orange Coast College,Predominantly certificate-degree,Associate's
369,75861.0,56488.0,56488.0,665.0,600.0,720.0,675.0,1310.0,,,25.0,Otis College of Art and Design,Predominantly bachelor's-degree,Graduate
370,9437.0,1426.0,9615.0,,,,,,,,,Oxnard College,Predominantly associate's-degree,Associate's
371,51784.0,38050.0,38050.0,420.0,420.0,570.0,650.0,1020.0,,,,Hope International University,Predominantly bachelor's-degree,Graduate
377,49404.0,37173.0,37173.0,,,,,,,,,Pacific Union College,Predominantly bachelor's-degree,Graduate
378,71515.0,57080.0,57080.0,590.0,593.0,710.0,770.0,1346.0,23.0,32.0,28.0,University of the Pacific,Predominantly bachelor's-degree,Graduate
379,25212.0,1288.0,12880.0,,,,,,,,,Palo Verde College,Predominantly associate's-degree,Associate's
380,14360.0,1354.0,10650.0,,,,,,,,,Palomar College,Predominantly certificate-degree,Associate's
381,13677.0,1180.0,9820.0,,,,,,,,,Pasadena City College,Predominantly associate's-degree,Associate's
382,93512.0,69918.0,69918.0,650.0,640.0,710.0,740.0,1384.0,29.0,32.0,28.0,Pepperdine University,Predominantly bachelor's-degree,Graduate
383,86466.0,65192.0,65192.0,,,,,,,,,Pitzer College,Predominantly bachelor's-degree,Bachelor's
384,60488.0,46250.0,46250.0,610.0,565.0,695.0,670.0,1287.0,25.0,32.0,26.0,Point Loma Nazarene University,Predominantly bachelor's-degree,Graduate
385,85300.0,65420.0,65420.0,740.0,750.0,770.0,790.0,1534.0,33.0,35.0,34.0,Pomona College,Predominantly bachelor's-degree,Bachelor's
386,20730.0,1438.0,11308.0,,,,,,,,,Porterville College,Predominantly associate's-degree,Associate's
388,12375.0,1180.0,10756.0,,,,,,,,,Santa Ana College,Predominantly certificate-degree,Bachelor's
391,76630.0,60878.0,60878.0,560.0,547.0,680.0,670.0,1241.0,21.0,28.0,29.0,University of Redlands,Predominantly bachelor's-degree,Graduate
392,15504.0,1198.0,8854.0,,,,,,,,,College of the Redwoods,Predominantly associate's-degree,Associate's
395,21391.0,1388.0,9884.0,,,,,,,,,Rio Hondo College,Predominantly associate's-degree,Bachelor's
396,16911.0,1428.0,12498.0,,,,,,,,,Riverside City College,Predominantly associate's-degree,Associate's
398,15767.0,1288.0,12616.0,,,,,,,,,Sacramento City College,Predominantly associate's-degree,Associate's
399,13939.0,1156.0,11860.0,,,,,,,,,Saddleback College,Predominantly associate's-degree,Associate's
401,21202.0,1146.0,10002.0,,,,,,,,,San Diego City College,Predominantly associate's-degree,Associate's
402,19371.0,1146.0,10002.0,,,,,,,,,San Diego Mesa College,Predominantly associate's-degree,Bachelor's
403,17126.0,1146.0,10002.0,,,,,,,,,San Diego Miramar College,Predominantly associate's-degree,Associate's
404,27780.0,8728.0,21328.0,,,,,,,,,San Diego State University,Predominantly bachelor's-degree,Graduate
405,78720.0,59486.0,59486.0,,,,,,,,,University of San Diego,Predominantly bachelor's-degree,Graduate
406,78781.0,56150.0,56150.0,,,,,,,,,San Francisco Conservatory of Music,Predominantly bachelor's-degree,Graduate
407,26488.0,7950.0,20550.0,,,,,,,,,San Francisco State University,Predominantly bachelor's-degree,Graduate
408,80141.0,60492.0,60492.0,610.0,580.0,700.0,690.0,1295.0,25.0,30.0,29.0,University of San Francisco,Predominantly bachelor's-degree,Graduate
410,9965.0,1180.0,9772.0,,,,,,,,,San Joaquin Delta College,Predominantly associate's-degree,Associate's
413,53703.0,37150.0,37150.0,553.0,488.0,638.0,590.0,1150.0,,,,William Jessup University,Predominantly bachelor's-degree,Graduate
414,26081.0,1366.0,11922.0,,,,,,,,,San Jose City College,Predominantly associate's-degree,Associate's
415,26593.0,8410.0,21010.0,,,,,,,,,San Jose State University,Predominantly bachelor's-degree,Graduate
416,10837.0,1332.0,11384.0,,,,,,,,,College of San Mateo,Predominantly associate's-degree,Associate's
417,20394.0,1240.0,10432.0,,,,,,,,,Santa Barbara City College,Predominantly associate's-degree,Associate's
418,82026.0,61293.0,61293.0,670.0,680.0,730.0,760.0,1426.0,31.0,33.0,32.0,Santa Clara University,Predominantly bachelor's-degree,Graduate
419,11162.0,1156.0,10708.0,,,,,,,,,Santa Monica College,Predominantly associate's-degree,Bachelor's
420,15974.0,1318.0,11308.0,,,,,,,,,Santa Rosa Junior College,Predominantly certificate-degree,Associate's
422,87564.0,65950.0,65950.0,720.0,720.0,770.0,770.0,1492.0,31.0,34.0,33.0,Scripps College,Predominantly bachelor's-degree,Graduate
423,9145.0,1394.0,9038.0,,,,,,,,,College of the Sequoias,Predominantly associate's-degree,Associate's
424,34535.0,14535.0,14535.0,,,,,,,,,Shasta Bible College and Graduate School,Predominantly bachelor's-degree,Graduate
425,13915.0,1197.0,8853.0,,,,,,,,,Shasta College,Predominantly associate's-degree,Bachelor's
426,17002.0,1446.0,1446.0,,,,,,,,,Sierra College,Predominantly associate's-degree,Associate's
429,54688.0,39708.0,39708.0,,,,,,,,,Simpson University,Predominantly bachelor's-degree,Graduate
430,17725.0,1444.0,9394.0,,,,,,,,,College of the Siskiyous,Predominantly associate's-degree,Associate's
432,11880.0,1272.0,9956.0,,,,,,,,,Skyline College,Predominantly associate's-degree,Bachelor's
433,22678.0,1196.0,14382.0,,,,,,,,,San Bernardino Valley College,Predominantly associate's-degree,Associate's
434,77659.0,57803.0,57803.0,,,,,,,,,Saint Mary's College of California,Predominantly bachelor's-degree,Graduate
435,13143.0,1172.0,9812.0,,,,,,,,,Solano Community College,Predominantly associate's-degree,Bachelor's
436,24648.0,8624.0,21224.0,,,,,,,,,Sonoma State University,Predominantly bachelor's-degree,Graduate
438,18982.0,13494.0,13494.0,,,,,,,,,South Coast College,Predominantly certificate-degree,Associate's
439,52665.0,41700.0,41700.0,,,,,,,,22.0,Vanguard University of Southern California,Predominantly bachelor's-degree,Graduate
441,22104.0,1344.0,10640.0,,,,,,,,,Southwestern College,Predominantly associate's-degree,Associate's
444,71612.0,56162.0,56162.0,,,,,,,,,Southern California Institute of Architecture,Predominantly bachelor's-degree,Graduate
445,90300.0,72097.0,72097.0,710.0,740.0,760.0,790.0,1495.0,32.0,35.0,34.0,University of Southern California,Predominantly bachelor's-degree,Graduate
447,14074.0,1108.0,10852.0,,,,,,,,,Taft College,Predominantly associate's-degree,Associate's
449,43426.0,30200.0,30200.0,640.0,580.0,730.0,670.0,1329.0,28.0,33.0,28.0,Thomas Aquinas College,Predominantly bachelor's-degree,Bachelor's
454,9306.0,1426.0,9615.0,,,,,,,,,Ventura College,Predominantly associate's-degree,Associate's
457,8974.0,1425.0,10125.0,,,,,,,,,Victor Valley College,Predominantly certificate-degree,Associate's
458,18845.0,1258.0,9898.0,,,,,,,,,Berkeley City College,Predominantly associate's-degree,Associate's
459,35358.0,12762.0,12762.0,,,,,,,,,Walden University,Predominantly bachelor's-degree,Graduate
461,19272.0,1384.0,10954.0,,,,,,,,,Coalinga College,Predominantly certificate-degree,Associate's
462,17336.0,1238.0,10572.0,,,,,,,,,West Los Angeles College,Predominantly associate's-degree,Bachelor's
463,13717.0,0.0,8702.0,,,,,,,,,West Valley College,Predominantly associate's-degree,Associate's
466,71150.0,53584.0,53584.0,630.0,610.0,750.0,700.0,1328.0,25.0,32.0,29.0,Westmont College,Predominantly bachelor's-degree,Bachelor's
467,63664.0,51350.0,51350.0,,,,,,,,26.0,Whittier College,Predominantly bachelor's-degree,Graduate
468,58010.0,47056.0,47056.0,,,,,,,,,Woodbury University,Predominantly bachelor's-degree,Graduate
471,31300.0,16900.0,16900.0,,,,,,,,,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Predominantly bachelor's-degree,Bachelor's
472,11496.0,1128.0,8208.0,,,,,,,,,Yuba College,Predominantly associate's-degree,Associate's
473,24352.0,9824.0,21944.0,,,,,,,,21.0,Adams State University,Predominantly bachelor's-degree,Graduate
474,16657.0,2258.0,11786.0,,,,,,,,,Aims Community College,Predominantly certificate-degree,Associate's
475,18332.0,4434.0,17034.0,,,,,,,,,Arapahoe Community College,Predominantly certificate-degree,Bachelor's
476,28043.0,13819.0,13819.0,,,,,,,,,Bel-Rea Institute of Animal Technology,Predominantly associate's-degree,Associate's
477,24902.0,10383.0,29391.0,490.0,490.0,620.0,600.0,1116.0,23.0,32.0,25.0,University of Colorado Denver/Anschutz Medical Campus,Predominantly bachelor's-degree,Graduate
478,24595.0,10149.0,24336.0,510.0,500.0,620.0,600.0,1133.0,20.0,26.0,,University of Colorado Colorado Springs,Predominantly bachelor's-degree,Graduate
479,37719.0,20235.0,20235.0,,,,,,,,,Spartan College of Aeronautics and Technology,Predominantly associate's-degree,Associate's
480,37684.0,15666.0,44918.0,630.0,610.0,710.0,720.0,1357.0,29.0,33.0,28.0,University of Colorado Boulder,Predominantly bachelor's-degree,Graduate
481,54242.0,41342.0,41342.0,,,,,,,,,Colorado Christian University,Predominantly bachelor's-degree,Graduate
482,86921.0,70734.0,70734.0,640.0,590.0,730.0,730.0,1365.0,29.0,33.0,,Colorado College,Predominantly bachelor's-degree,Graduate
484,14799.0,2616.0,12840.0,,,,,,,,,Colorado Mountain College,Predominantly certificate-degree,Bachelor's
485,20923.0,4594.0,7304.0,,,,,,,,,Colorado Northwestern Community College,Predominantly associate's-degree,Associate's
486,40560.0,21914.0,45824.0,650.0,670.0,730.0,750.0,1412.0,29.0,33.0,31.0,Colorado School of Mines,Predominantly bachelor's-degree,Graduate
488,31642.0,13373.0,34783.0,,,,,,,,26.0,Colorado State University-Fort Collins,Predominantly bachelor's-degree,Graduate
489,23744.0,12750.0,12750.0,,,,,,,,,Colorado Technical University-Colorado Springs,Predominantly bachelor's-degree,Graduate
490,17275.0,4470.0,17070.0,,,,,,,,,Community College of Aurora,Predominantly associate's-degree,Associate's
492,19550.0,4902.0,17136.0,,,,,,,,,Community College of Denver,Predominantly certificate-degree,Bachelor's
495,78476.0,61398.0,61398.0,640.0,600.0,710.0,700.0,1355.0,28.0,33.0,29.0,University of Denver,Predominantly bachelor's-degree,Graduate
497,27030.0,9958.0,21526.0,505.0,505.0,605.0,605.0,1111.0,18.0,26.0,20.0,Fort Lewis College,Predominantly bachelor's-degree,Graduate
498,21526.0,4663.0,17263.0,,,,,,,,,Front Range Community College,Predominantly certificate-degree,Bachelor's
501,20044.0,4550.0,7260.0,,,,,,,,,Lamar Community College,Predominantly associate's-degree,Associate's
502,24046.0,9927.0,25124.0,480.0,450.0,590.0,570.0,1055.0,18.0,24.0,23.0,Colorado Mesa University,Predominantly bachelor's-degree,Graduate
503,24622.0,11124.0,30684.0,450.0,430.0,570.0,560.0,1019.0,17.0,26.0,21.0,Metropolitan State University of Denver,Predominantly bachelor's-degree,Graduate
504,17497.0,4252.0,16852.0,,,,,,,,,Morgan Community College,Predominantly certificate-degree,Bachelor's
505,53397.0,36620.0,36620.0,,,,,,,,,Naropa University,Predominantly bachelor's-degree,Graduate
507,21558.0,5730.0,8267.0,,,,,,,,,Northeastern Junior College,Predominantly certificate-degree,Associate's
508,29254.0,12416.0,27266.0,490.0,460.0,610.0,580.0,1082.0,21.0,26.0,23.0,University of Northern Colorado,Predominantly bachelor's-degree,Graduate
509,21020.0,4576.0,7286.0,,,,,,,,,Otero College,Predominantly certificate-degree,Associate's
510,18473.0,4510.0,17110.0,,,,,,,,,Pikes Peak State College,Predominantly certificate-degree,Bachelor's
511,22002.0,5049.0,17649.0,,,,,,,,,Pueblo Community College,Predominantly certificate-degree,Bachelor's
512,18143.0,4859.0,17459.0,,,,,,,,,Red Rocks Community College,Predominantly certificate-degree,Graduate
513,54800.0,46340.0,46340.0,,,,,1220.0,22.0,29.0,25.0,Regis University,Predominantly bachelor's-degree,Graduate
514,37505.0,20190.0,20190.0,,,,,,,,,Rocky Mountain College of Art and Design,Predominantly bachelor's-degree,Bachelor's
516,23937.0,9720.0,17944.0,,,,,1120.0,19.0,26.0,22.0,Colorado State University Pueblo,Predominantly bachelor's-degree,Graduate
517,12439.0,5140.0,9250.0,,,,,,,,,Pickens Technical College,Predominantly certificate-degree,Certificate
520,21458.0,4608.0,7318.0,,,,,,,,,Trinidad State College,Predominantly certificate-degree,Bachelor's
523,25736.0,11318.0,24434.0,608.0,555.0,683.0,670.0,1230.0,22.0,26.0,24.0,Western Colorado University,Predominantly bachelor's-degree,Graduate
524,59407.0,41908.0,41908.0,,,,,,,,,Albertus Magnus College,Predominantly bachelor's-degree,Graduate
525,35950.0,9450.0,9450.0,,,,,,,,,Bais Binyomin Academy,Predominantly associate's-degree,Associate's
526,52957.0,35760.0,35760.0,,,,,,,,,University of Bridgeport,Predominantly bachelor's-degree,Graduate
527,24870.0,13050.0,16550.0,490.0,470.0,600.0,590.0,1080.0,,,23.0,Central Connecticut State University,Predominantly bachelor's-degree,Graduate
528,23210.0,8506.0,8506.0,,,,,,,,,Charter Oak State College,Predominantly bachelor's-degree,Graduate
530,84623.0,67242.0,67242.0,690.0,660.0,760.0,740.0,1432.0,30.0,33.0,32.0,Connecticut College,Predominantly bachelor's-degree,Bachelor's
531,26042.0,14337.0,14337.0,,,,,,,,,Porter & Chester Institute of Hamden,Predominantly certificate-degree,Certificate
532,39426.0,21044.0,43712.0,610.0,600.0,710.0,730.0,1348.0,28.0,33.0,30.0,University of Connecticut,Predominantly bachelor's-degree,Graduate
533,39589.0,21198.0,21198.0,,,,,,,,,Goodwin University,Predominantly associate's-degree,Graduate
535,31983.0,13928.0,17428.0,540.0,530.0,650.0,610.0,1160.0,,,,Eastern Connecticut State University,Predominantly bachelor's-degree,Graduate
536,76074.0,58350.0,58350.0,630.0,630.0,700.0,690.0,1335.0,29.0,32.0,29.0,Fairfield University,Predominantly bachelor's-degree,Graduate
538,18370.0,5338.0,15596.0,,,,,,,,,Connecticut State Community College,Predominantly associate's-degree,Associate's
541,64729.0,49075.0,49075.0,570.0,550.0,660.0,650.0,1219.0,24.0,30.0,26.0,University of Hartford,Predominantly bachelor's-degree,Graduate
542,17990.0,9580.0,9580.0,,,,,,,,,Holy Apostles College and Seminary,Predominantly bachelor's-degree,Graduate
543,55621.0,40490.0,40490.0,,,,,,,,,Mitchell College,Predominantly bachelor's-degree,Bachelor's
546,66962.0,47332.0,47332.0,540.0,520.0,645.0,620.0,1160.0,,,27.0,University of New Haven,Predominantly bachelor's-degree,Graduate
547,25892.0,14349.0,14349.0,,,,,,,,,Porter & Chester Institute,Predominantly certificate-degree,Certificate
548,28897.0,16327.0,16327.0,,,,,,,,,Post University,Predominantly bachelor's-degree,Graduate
549,72215.0,55480.0,55480.0,580.0,570.0,660.0,660.0,1242.0,25.0,30.0,,Quinnipiac University,Predominantly bachelor's-degree,Graduate
550,69289.0,50404.0,50404.0,,,,,,,,,Sacred Heart University,Predominantly bachelor's-degree,Graduate
551,59900.0,47278.0,47278.0,440.0,410.0,610.0,560.0,950.0,,,,University of Saint Joseph,Predominantly bachelor's-degree,Graduate
552,29673.0,13438.0,27378.0,,,,,,,,,Southern Connecticut State University,Predominantly bachelor's-degree,Graduate
553,87840.0,70770.0,70770.0,658.0,640.0,740.0,730.0,1415.0,30.0,34.0,31.0,Trinity College,Predominantly bachelor's-degree,Graduate
555,89020.0,70342.0,70342.0,705.0,710.0,760.0,780.0,1501.0,33.0,35.0,33.0,Wesleyan University,Predominantly bachelor's-degree,Graduate
556,24877.0,13401.0,16901.0,510.0,530.0,580.0,590.0,1110.0,,,,Western Connecticut State University,Predominantly bachelor's-degree,Graduate
557,88300.0,67250.0,67250.0,730.0,740.0,780.0,790.0,1534.0,33.0,35.0,34.0,Yale University,Predominantly bachelor's-degree,Graduate
560,17232.0,5445.0,12308.0,,,,,,,,,Delaware Technical Community College-Terry,Predominantly associate's-degree,Bachelor's
561,27939.0,10670.0,20634.0,420.0,380.0,520.0,500.0,940.0,20.0,24.0,,Delaware State University,Predominantly bachelor's-degree,Graduate
562,30952.0,16810.0,41400.0,600.0,590.0,690.0,680.0,1292.0,28.0,32.0,29.0,University of Delaware,Predominantly bachelor's-degree,Graduate
563,26502.0,14940.0,14940.0,,,,,,,,,Goldey-Beacom College,Predominantly bachelor's-degree,Graduate
565,19644.0,12630.0,12630.0,,,,,,,,,Wilmington University,Predominantly bachelor's-degree,Graduate
566,76058.0,58771.0,58771.0,660.0,620.0,740.0,720.0,1381.0,29.0,32.0,31.0,American University,Predominantly bachelor's-degree,Graduate
