latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
21961.0,10024.0,14980.0,,,,,,,,,Morehead State University,Bachelor,Graduate
23485.0,9900.0,19836.0,480.0,460.0,600.0,570.0,1133.0,19.0,26.0,24.0,Murray State University,Bachelor,Graduate
14075.0,4728.0,6432.0,,,,,,,,,Gateway Community and Technical College,Certificate,Associate
19725.0,11088.0,21912.0,473.0,480.0,590.0,560.0,1087.0,18.0,25.0,23.0,Northern Kentucky University,Bachelor,Graduate
14084.0,4728.0,6432.0,,,,,,,,,West Kentucky Community and Technical College,Certificate,Associate
33420.0,24850.0,24850.0,,,,,,,,,University of Pikeville,Bachelor,Graduate
13047.0,4728.0,6432.0,,,,,,,,,Big Sandy Community and Technical College,Certificate,Associate
12959.0,4728.0,6432.0,,,,,,,,,Somerset Community College,Certificate,Associate
12699.0,4728.0,6432.0,,,,,,,,,Southeast Kentucky Community & Technical College,Certificate,Associate
45530.0,29200.0,29200.0,440.0,435.0,513.0,525.0,977.0,15.0,22.0,20.0,Spalding University,Bachelor,Graduate
31766.0,15480.0,15480.0,,,,,,,,,Sullivan University,Associate,Graduate
49452.0,39800.0,39800.0,510.0,520.0,610.0,620.0,1180.0,21.0,27.0,,Thomas More University,Bachelor,Graduate
60993.0,46870.0,46870.0,580.0,540.0,690.0,690.0,1287.0,24.0,30.0,27.0,Transylvania University,Bachelor,Bachelor
44322.0,30946.0,30946.0,,,,,980.0,15.0,22.0,19.0,Union Commonwealth University,Bachelor,Graduate
24188.0,11652.0,27000.0,420.0,420.0,530.0,520.0,971.0,16.0,21.0,,Western Kentucky University,Bachelor,Graduate
12172.0,4099.0,4099.0,,,,,,,,,Central Louisiana Technical Community College,Certificate,Associate
17111.0,4283.0,4283.0,,,,,,,,,Bossier Parish Community College,Certificate,Associate
60620.0,41200.0,41200.0,530.0,530.0,600.0,610.0,1144.0,20.0,25.0,25.0,Centenary College of Louisiana,Bachelor,Graduate
18568.0,4279.0,4279.0,,,,,,,,,Delgado Community College,Certificate,Associate
39202.0,23918.0,23918.0,480.0,488.0,640.0,562.0,1050.0,18.0,22.0,21.0,Dillard University,Bachelor,Bachelor
18175.0,4255.0,4255.0,,,,,,,,,Nunez Community College,Certificate,Associate
25367.0,7683.0,16706.0,490.0,430.0,570.0,510.0,943.0,15.0,19.0,17.0,Grambling State University,Bachelor,Graduate
25749.0,11711.0,11711.0,,,,,,,,,ITI Technical College,Associate,Associate
15550.0,7050.0,14650.0,490.0,480.0,610.0,610.0,1022.0,17.0,22.0,20.0,Louisiana State University-Alexandria,Bachelor,Bachelor
34705.0,11954.0,28631.0,600.0,580.0,680.0,660.0,1285.0,24.0,30.0,26.0,Louisiana State University and Agricultural & Mechanical College,Bachelor,Graduate
17346.0,4730.0,10094.0,,,,,,,,,Louisiana State University-Eunice,Associate,Associate
19461.0,7518.0,7518.0,515.0,485.0,605.0,590.0,1090.0,18.0,24.0,23.0,Louisiana State University-Shreveport,Bachelor,Graduate
33791.0,20266.0,20266.0,,,,,,,,21.0,Louisiana Christian University,Bachelor,Graduate
24280.0,10125.0,16866.0,550.0,550.0,630.0,680.0,1191.0,21.0,27.0,25.0,Louisiana Tech University,Bachelor,Graduate
64157.0,49440.0,49440.0,,,,,,,,,Loyola University New Orleans,Bachelor,Graduate
22810.0,8489.0,9989.0,490.0,450.0,610.0,588.0,1087.0,18.0,23.0,22.0,McNeese State University,Bachelor,Graduate
23431.0,9172.0,14008.0,480.0,455.0,616.0,625.0,1052.0,17.0,23.0,21.0,University of New Orleans,Bachelor,Graduate
21660.0,12468.0,12468.0,,,,,,,,,New Orleans Baptist Theological Seminary,Bachelor,Graduate
23481.0,8149.0,9242.0,472.0,462.0,608.0,588.0,1090.0,19.0,24.0,23.0,Nicholls State University,Bachelor,Graduate
24932.0,9190.0,21290.0,540.0,620.0,630.0,730.0,1116.0,18.0,24.0,22.0,University of Louisiana at Monroe,Bachelor,Graduate
16807.0,4109.0,4109.0,,,,,,,,,Northwest Louisiana Technical Community College,Certificate,Associate
25431.0,8864.0,19652.0,448.0,418.0,610.0,553.0,1088.0,18.0,24.0,19.0,Northwestern State University of Louisiana,Bachelor,Graduate
27541.0,16576.0,16576.0,,,,,,,,19.0,University of Holy Cross,Bachelor,Graduate
28490.0,18310.0,18310.0,,,,,,,,21.0,Franciscan Missionaries of Our Lady University,Bachelor,Graduate
49944.0,28025.0,28025.0,,,,,,,,,Saint Joseph Seminary College,Bachelor,Bachelor
17452.0,4219.0,4219.0,,,,,,,,,Fletcher Technical Community College,Certificate,Associate
35661.0,16312.0,16312.0,,,,,,,,,Remington College-Lafayette Campus,Certificate,Associate
15578.0,4305.0,4305.0,,,,,,,,,SOWELA Technical Community College,Certificate,Associate
23604.0,8373.0,20851.0,,,,,1090.0,18.0,24.0,,Southeastern Louisiana University,Bachelor,Graduate
26341.0,9922.0,17272.0,410.0,380.0,530.0,490.0,942.0,15.0,19.0,17.0,Southern University and A & M College,Bachelor,Graduate
23905.0,8054.0,16954.0,410.0,410.0,540.0,510.0,944.0,15.0,20.0,,Southern University at New Orleans,Bachelor,Graduate
17017.0,4958.0,4958.0,,,,,,,,,Southern University at Shreveport,Associate,Associate
24884.0,10418.0,24146.0,570.0,550.0,630.0,610.0,1219.0,23.0,28.0,22.0,University of Louisiana at Lafayette,Bachelor,Graduate
17553.0,4299.0,4299.0,,,,,,,,,Northshore Technical Community College,Certificate,Associate
87004.0,68678.0,68678.0,700.0,700.0,750.0,770.0,1448.0,31.0,34.0,32.0,Tulane University of Louisiana,Bachelor,Graduate
40434.0,28733.0,28733.0,500.0,450.0,560.0,553.0,1080.0,19.0,24.0,23.0,Xavier University of Louisiana,Bachelor,Graduate
58266.0,47997.0,47997.0,660.0,580.0,730.0,700.0,1370.0,,,,College of the Atlantic,Bachelor,Graduate
83532.0,66590.0,66590.0,710.0,710.0,750.0,780.0,1468.0,31.0,34.0,,Bates College,Bachelor,Bachelor
85100.0,67832.0,67832.0,730.0,740.0,770.0,780.0,1520.0,33.0,35.0,,Bowdoin College,Bachelor,Bachelor
26827.0,20952.0,20952.0,,,,,,,,,Maine College of Health Professions,Associate,Bachelor
15063.0,4140.0,7020.0,,,,,,,,,Central Maine Community College,Associate,Associate
85420.0,69600.0,69600.0,720.0,740.0,760.0,790.0,1501.0,32.0,34.0,33.0,Colby College,Bachelor,Bachelor
16791.0,4156.0,7036.0,,,,,,,,,Eastern Maine Community College,Associate,Associate
12149.0,4156.0,7036.0,,,,,,,,,Kennebec Valley Community College,Associate,Associate
42868.0,29060.0,29060.0,,,,,,,,,The Landing School,Certificate,Associate
19052.0,8888.0,22178.0,,,,,,,,,University of Maine at Augusta,Bachelor,Graduate
25822.0,11308.0,23878.0,485.0,510.0,605.0,640.0,1130.0,,,,University of Maine at Farmington,Bachelor,Graduate
18703.0,9420.0,14880.0,,,,,,,,,University of Maine at Fort Kent,Bachelor,Bachelor
27328.0,13326.0,36756.0,,,,,,,,26.0,University of Maine,Bachelor,Graduate
31046.0,15158.0,31102.0,565.0,530.0,625.0,635.0,1166.0,21.0,26.0,,Maine Maritime Academy,Bachelor,Graduate
19113.0,9402.0,14862.0,,,,,,,,,University of Maine at Presque Isle,Bachelor,Graduate
63245.0,44210.0,44210.0,,,,,,,,,University of New England,Bachelor,Graduate
15918.0,4156.0,7036.0,,,,,,,,,Northern Maine Community College,Associate,Associate
60128.0,42942.0,42942.0,,,,,,,,,Maine College of Art & Design,Bachelor,Graduate
59782.0,44420.0,44420.0,500.0,460.0,590.0,560.0,1040.0,,,,Saint Joseph's College of Maine,Bachelor,Graduate
18531.0,4156.0,7036.0,,,,,,,,,Southern Maine Community College,Associate,Associate
23717.0,11284.0,27944.0,500.0,490.0,650.0,600.0,1116.0,24.0,28.0,22.0,University of Southern Maine,Bachelor,Graduate
47198.0,31824.0,31824.0,,,,,,,,,Thomas College,Bachelor,Graduate
21931.0,12640.0,12640.0,,,,,,,,,Unity Environmental University,Bachelor,Graduate
13731.0,4156.0,7036.0,,,,,,,,,Washington County Community College,Certificate,Associate
16170.0,4938.0,12618.0,,,,,,,,,Allegany College of Maryland,Associate,Associate
19841.0,4322.0,11522.0,,,,,,,,,Anne Arundel Community College,Associate,Associate
22790.0,3314.0,7394.0,,,,,,,,,Baltimore City Community College,Associate,Associate
26406.0,9992.0,23984.0,370.0,370.0,650.0,680.0,940.0,,,19.0,University of Baltimore,Bachelor,Graduate
25220.0,9218.0,19938.0,,,,,,,,19.0,Bowie State University,Bachelor,Graduate
42471.0,27592.0,27592.0,,,,,,,,,Capitol Technology University,Bachelor,Graduate
14700.0,5640.0,10830.0,,,,,,,,,Cecil College,Associate,Associate
13681.0,4200.0,10050.0,,,,,,,,,College of Southern Maryland,Associate,Associate
10751.0,4274.0,8768.0,,,,,,,,,Chesapeake College,Associate,Associate
34309.0,26604.0,26604.0,450.0,410.0,580.0,550.0,980.0,,,,Washington Adventist University,Bachelor,Graduate
23748.0,7100.0,14024.0,460.0,420.0,510.0,510.0,975.0,,,,Coppin State University,Bachelor,Graduate
14798.0,3849.0,10042.0,,,,,,,,,Frederick Community College,Associate,Associate
27056.0,10220.0,25814.0,,,,,,,,21.0,Frostburg State University,Bachelor,Graduate
14342.0,4144.0,12040.0,,,,,,,,,Garrett College,Associate,Associate
70544.0,53350.0,53350.0,560.0,530.0,680.0,645.0,1248.0,27.0,30.0,28.0,Goucher College,Bachelor,Graduate
12747.0,4320.0,8190.0,,,,,,,,,Hagerstown Community College,Associate,Associate
13821.0,4032.0,8832.0,,,,,,,,,Harford Community College,Associate,Associate
61219.0,47700.0,47700.0,,,,,,,,,Hood College,Bachelor,Graduate
16774.0,4080.0,9624.0,,,,,,,,,Howard Community College,Associate,Associate
85947.0,65230.0,65230.0,740.0,780.0,770.0,800.0,1553.0,34.0,36.0,,Johns Hopkins University,Bachelor,Graduate
74055.0,57150.0,57150.0,620.0,580.0,690.0,680.0,1290.0,28.0,32.0,,Loyola University Maryland,Bachelor,Graduate
25400.0,8136.0,12336.0,,,,,,,,,University of Maryland Global Campus,Bachelor,Graduate
28576.0,13256.0,31275.0,630.0,610.0,700.0,720.0,1323.0,25.0,31.0,28.0,University of Maryland-Baltimore County,Bachelor,Graduate
29299.0,11809.0,41186.0,690.0,710.0,750.0,780.0,1473.0,32.0,35.0,32.0,University of Maryland-College Park,Bachelor,Graduate
76860.0,56800.0,56800.0,570.0,508.0,670.0,635.0,1258.0,25.0,33.0,,Maryland Institute College of Art,Bachelor,Graduate
25941.0,9076.0,20122.0,,,,,,,,,University of Maryland Eastern Shore,Bachelor,Graduate
15298.0,5394.0,14250.0,,,,,,,,,Montgomery College,Associate,Associate
25413.0,8229.0,19124.0,400.0,440.0,520.0,550.0,971.0,16.0,21.0,18.0,Morgan State University,Bachelor,Graduate
63731.0,48630.0,48630.0,543.0,503.0,660.0,620.0,1176.0,19.0,27.0,,Mount St. Mary's University,Bachelor,Graduate
26750.0,10600.0,10600.0,,,,,,,,,Ner Israel Rabbinical College,Bachelor,Graduate
59320.0,43360.0,43360.0,,,,,,,,,Notre Dame of Maryland University,Bachelor,Graduate
15544.0,4034.0,8762.0,,,,,,,,,Prince George's Community College,Associate,Associate
28310.0,11084.0,22174.0,600.0,580.0,670.0,650.0,1252.0,20.0,29.0,,Salisbury University,Bachelor,Graduate
31865.0,15298.0,31374.0,590.0,553.0,690.0,650.0,1261.0,26.0,31.0,29.0,St. Mary's College of Maryland,Bachelor,Graduate
55540.0,40684.0,40684.0,680.0,590.0,750.0,690.0,1372.0,27.0,32.0,29.0,St. John's College,Bachelor,Graduate
28535.0,11728.0,29820.0,490.0,460.0,635.0,600.0,1095.0,19.0,27.0,24.0,Towson University,Bachelor,Graduate
58394.0,40560.0,40560.0,,,,,,,,,Stevenson University,Bachelor,Graduate
73314.0,55326.0,55326.0,580.0,560.0,710.0,680.0,1280.0,27.0,31.0,,Washington College,Bachelor,Bachelor
65294.0,52081.0,52081.0,,,,,,,,,McDaniel College,Bachelor,Graduate
15190.0,3840.0,8400.0,,,,,,,,,Wor-Wic Community College,Associate,Associate
79075.0,57160.0,57160.0,,,,,,,,,Hult International Business School,Bachelor,Graduate
59270.0,44230.0,44230.0,,,,,,,,,American International College,Bachelor,Graduate
87640.0,70480.0,70480.0,740.0,750.0,780.0,800.0,1533.0,33.0,35.0,33.0,Amherst College,Bachelor,Bachelor
61888.0,44571.0,44571.0,,,,,,,,,Anna Maria College,Bachelor,Graduate
65551.0,51356.0,51356.0,,,,,,,,,Assumption University,Bachelor,Graduate
80192.0,57152.0,57152.0,670.0,720.0,740.0,790.0,1457.0,31.0,34.0,32.0,Babson College,Bachelor,Graduate
23370.0,14304.0,14304.0,,,,,,,,,Boston Baptist College,Bachelor,Bachelor
47308.0,38302.0,38302.0,490.0,520.0,610.0,600.0,1120.0,,,,Bay Path University,Bachelor,Graduate
79548.0,61000.0,61000.0,630.0,650.0,700.0,730.0,1352.0,28.0,31.0,30.0,Bentley University,Bachelor,Graduate
72700.0,52040.0,52040.0,,,,,,,,,Berklee College of Music,Bachelor,Graduate
18062.0,6164.0,11468.0,,,,,,,,,Berkshire Community College,Associate,Associate
40343.0,27470.0,27470.0,,,,,,,,,Boston Architectural College,Bachelor,Graduate
89493.0,70702.0,70702.0,710.0,730.0,760.0,780.0,1507.0,33.0,35.0,34.0,Boston College,Bachelor,Graduate
86285.0,68102.0,68102.0,690.0,730.0,750.0,780.0,1480.0,32.0,34.0,33.0,Boston University,Bachelor,Graduate
86448.0,68080.0,68080.0,690.0,700.0,750.0,770.0,1462.0,31.0,34.0,33.0,Brandeis University,Bachelor,Graduate
26160.0,11808.0,17948.0,550.0,510.0,650.0,613.0,1180.0,25.0,30.0,24.0,Bridgewater State University,Bachelor,Graduate
12168.0,5832.0,10776.0,,,,,,,,,Bristol Community College,Associate,Associate
14899.0,6168.0,11112.0,,,,,,,,,Bunker Hill Community College,Associate,Associate
34072.0,18378.0,18378.0,,,,,,,,,Cambridge College,Bachelor,Graduate
15053.0,6000.0,10944.0,,,,,,,,,Cape Cod Community College,Associate,Associate
36863.0,30618.0,30618.0,,,,,,,,,Laboure College of Healthcare,Associate,Bachelor
68432.0,58867.0,58867.0,658.0,630.0,740.0,720.0,1370.0,30.0,33.0,29.0,Clark University,Bachelor,Graduate
64020.0,47970.0,47970.0,530.0,520.0,620.0,610.0,1125.0,,,,Curry College,Bachelor,Graduate
64889.0,46526.0,46526.0,,,,,,,,,Dean College,Bachelor,Bachelor
42179.0,29924.0,29924.0,,,,,,,,22.0,Eastern Nazarene College,Bachelor,Graduate
80399.0,57056.0,57056.0,660.0,610.0,720.0,700.0,1358.0,29.0,32.0,30.0,Emerson College,Bachelor,Graduate
65252.0,48550.0,48550.0,600.0,570.0,670.0,670.0,1250.0,,,29.0,Emmanuel College,Bachelor,Graduate
59328.0,40650.0,40650.0,610.0,583.0,680.0,660.0,1274.0,25.0,30.0,,Endicott College,Bachelor,Graduate
53921.0,35689.0,35689.0,,,,,,,,20.0,Fisher College,Bachelor,Graduate
25555.0,11346.0,17426.0,540.0,520.0,620.0,610.0,1150.0,,,22.0,Fitchburg State University,Bachelor,Graduate
27413.0,11920.0,18000.0,570.0,530.0,650.0,630.0,1180.0,,,29.0,Framingham State University,Bachelor,Graduate
30406.0,18906.0,18906.0,,,,,,,,,Benjamin Franklin Cummings Institute of Technology,Certificate,Bachelor
42446.0,30700.0,30700.0,580.0,550.0,695.0,660.0,1265.0,25.0,31.0,27.0,Gordon College,Bachelor,Graduate
14762.0,5810.0,11930.0,,,,,,,,,Greenfield Community College,Associate,Associate
74195.0,58896.0,58896.0,,,,,,,,,Hampshire College,Bachelor,Bachelor
85540.0,61676.0,61676.0,740.0,770.0,780.0,800.0,1553.0,34.0,36.0,35.0,Harvard University,Bachelor,Graduate
41282.0,22490.0,22490.0,,,,,,,,,Hellenic College-Holy Cross Greek Orthodox School of Theology,Bachelor,Graduate
80334.0,64500.0,64500.0,630.0,610.0,710.0,700.0,1353.0,27.0,32.0,30.0,College of the Holy Cross,Bachelor,Bachelor
15043.0,5988.0,10932.0,,,,,,,,,Holyoke Community College,Associate,Associate
42434.0,27040.0,27040.0,530.0,500.0,598.0,560.0,1100.0,,,27.0,Lasell University,Bachelor,Graduate
51538.0,34256.0,34256.0,,,,,,,,,Lesley University,Bachelor,Graduate
72450.0,55275.0,55275.0,,,,,,,,,Longy School of Music of Bard College,Certificate,Graduate
30786.0,16966.0,36264.0,590.0,590.0,680.0,690.0,1285.0,25.0,32.0,29.0,University of Massachusetts-Lowell,Bachelor,Graduate
34549.0,17772.0,40449.0,650.0,660.0,730.0,770.0,1423.0,30.0,33.0,31.0,University of Massachusetts-Amherst,Bachelor,Graduate
30544.0,15908.0,38125.0,540.0,530.0,650.0,640.0,1194.0,22.0,29.0,27.0,University of Massachusetts-Boston,Bachelor,Graduate
14185.0,5856.0,10800.0,,,,,,,,,Massachusetts Bay Community College,Associate,Associate
65022.0,40530.0,40530.0,570.0,590.0,678.0,738.0,1269.0,26.0,30.0,27.0,MCPHS University,Bachelor,Graduate
34239.0,15400.0,43400.0,,,,,,,,,Massachusetts College of Art and Design,Bachelor,Graduate
82730.0,62396.0,62396.0,740.0,780.0,780.0,800.0,1560.0,34.0,36.0,,Massachusetts Institute of Technology,Bachelor,Graduate
31367.0,11420.0,23722.0,,,,,,,,,Massachusetts Maritime Academy,Bachelor,Graduate
14904.0,5376.0,10320.0,,,,,,,,,Massasoit Community College,Associate,Associate
70038.0,53962.0,53962.0,,,,,,,,,Merrimack College,Bachelor,Graduate
10342.0,6048.0,12120.0,,,,,,,,,Middlesex Community College,Associate,Associate
58616.0,40690.0,40690.0,,,,,,,,,Montserrat College of Art,Bachelor,Bachelor
84926.0,67018.0,67018.0,710.0,670.0,760.0,770.0,1463.0,32.0,35.0,33.0,Mount Holyoke College,Bachelor,Graduate
15487.0,6160.0,11080.0,,,,,,,,,Mount Wachusett Community College,Associate,Associate
81277.0,60750.0,60750.0,,,,,,,,,The New England Conservatory of Music,Bachelor,Graduate
58310.0,42705.0,42705.0,528.0,500.0,623.0,613.0,1140.0,,,23.0,Nichols College,Bachelor,Graduate
26026.0,12436.0,21381.0,,,,,,,,,Massachusetts College of Liberal Arts,Bachelor,Graduate
15896.0,5352.0,10920.0,,,,,,,,,North Shore Community College,Associate,Associate
84641.0,66162.0,66162.0,710.0,730.0,760.0,780.0,1497.0,33.0,35.0,34.0,Northeastern University,Bachelor,Graduate
13201.0,6732.0,12516.0,,,,,,,,,Northern Essex Community College,Associate,Associate
54027.0,43325.0,43325.0,,,,,,,,,College of Our Lady of the Elms,Bachelor,Graduate
22528.0,8938.0,8938.0,,,,,,,,,Quincy College,Associate,Bachelor
15921.0,6262.0,11206.0,,,,,,,,,Quinsigamond Community College,Associate,Associate
65546.0,49680.0,49680.0,,,,,,,,,Regis College,Bachelor,Graduate
16621.0,6024.0,11328.0,,,,,,,,,Roxbury Community College,Associate,Associate
28291.0,12338.0,19531.0,,,,,,,,,Salem State University,Bachelor,Graduate
63460.0,46874.0,46874.0,620.0,600.0,700.0,690.0,1316.0,26.0,34.0,29.0,Simmons University,Bachelor,Graduate
85262.0,68780.0,68780.0,,,,,,,,,Bard College at Simon's Rock,Associate,Bachelor
86030.0,65178.0,65178.0,720.0,700.0,760.0,780.0,1500.0,32.0,35.0,33.0,Smith College,Bachelor,Graduate
60729.0,45174.0,45174.0,570.0,510.0,690.0,640.0,1275.0,27.0,29.0,27.0,Springfield College,Bachelor,Graduate
14971.0,5904.0,11112.0,,,,,,,,,Springfield Technical Community College,Associate,Associate
33485.0,15612.0,32567.0,530.0,520.0,640.0,630.0,1182.0,26.0,30.0,23.0,University of Massachusetts-Dartmouth,Bachelor,Graduate
72714.0,57490.0,57490.0,,,,,,,,,Stonehill College,Bachelor,Graduate
65281.0,47550.0,47550.0,550.0,540.0,670.0,630.0,1216.0,24.0,28.0,26.0,Suffolk University,Bachelor,Graduate
88300.0,70704.0,70704.0,720.0,750.0,770.0,790.0,1513.0,33.0,35.0,34.0,Tufts University,Bachelor,Graduate
86290.0,67176.0,67176.0,730.0,730.0,770.0,790.0,1520.0,33.0,35.0,33.0,Wellesley College,Bachelor,Bachelor
61096.0,42884.0,42884.0,560.0,550.0,660.0,660.0,1229.0,27.0,31.0,28.0,Wentworth Institute of Technology,Bachelor,Graduate
60262.0,47820.0,47820.0,540.0,550.0,650.0,650.0,1192.0,21.0,28.0,28.0,Western New England University,Bachelor,Graduate
27649.0,12179.0,18259.0,,,,,,,,20.0,Westfield State University,Bachelor,Graduate
79311.0,63960.0,63960.0,640.0,580.0,720.0,670.0,1308.0,29.0,33.0,30.0,Wheaton College (Massachusetts),Bachelor,Bachelor
84860.0,68560.0,68560.0,740.0,750.0,780.0,790.0,1533.0,34.0,35.0,,Williams College,Bachelor,Graduate
78679.0,60965.0,60965.0,,,,,,,,,Worcester Polytechnic Institute,Bachelor,Graduate
22874.0,11786.0,17866.0,533.0,493.0,665.0,618.0,1150.0,,,24.0,Worcester State University,Bachelor,Graduate
56003.0,41684.0,41684.0,443.0,430.0,580.0,560.0,1034.0,21.0,27.0,22.0,Adrian College,Bachelor,Graduate
69986.0,56950.0,56950.0,,,,,,,,,Albion College,Bachelor,Bachelor
63650.0,49552.0,49552.0,,,,,,,,,Alma College,Bachelor,Graduate
12246.0,5250.0,8010.0,,,,,,,,,Alpena Community College,Associate,Bachelor
45218.0,35056.0,35056.0,520.0,470.0,660.0,630.0,1150.0,20.0,26.0,24.0,Andrews University,Bachelor,Graduate
51652.0,40218.0,40218.0,470.0,440.0,590.0,550.0,1025.0,20.0,26.0,23.0,Aquinas College,Bachelor,Graduate
24526.0,13000.0,13000.0,500.0,460.0,600.0,560.0,1080.0,,,,Baker College,Bachelor,Graduate
19020.0,5712.0,10528.0,,,,,,,,,Bay de Noc Community College,Associate,Associate
54222.0,39350.0,39350.0,550.0,533.0,660.0,670.0,1233.0,24.0,30.0,27.0,Calvin University,Bachelor,Graduate
21852.0,15645.0,15645.0,,,,,,,,,Carnegie Institute,Certificate,Certificate
30681.0,14760.0,14760.0,490.0,470.0,610.0,590.0,1091.0,21.0,27.0,23.0,Central Michigan University,Bachelor,Graduate
15460.0,6845.0,11460.0,,,,,,,,,Mott Community College,Associate,Associate
39718.0,26102.0,26102.0,,,,,,,,19.0,Cleary University,Bachelor,Graduate
51853.0,35410.0,35410.0,,,,,,,,21.0,Concordia University Ann Arbor,Bachelor,Graduate
66014.0,53350.0,53350.0,,,,,,,,,College for Creative Studies,Bachelor,Graduate
37319.0,24466.0,24466.0,,,,,,,,,Davenport University,Bachelor,Graduate
13541.0,4820.0,7880.0,,,,,,,,,Delta College,Associate,Associate
29172.0,17943.0,17943.0,,,,,,,,,Universal Technical Institute-Canton,Certificate,Associate
42211.0,32946.0,32946.0,520.0,510.0,630.0,630.0,1134.0,22.0,28.0,26.0,University of Detroit Mercy,Bachelor,Graduate
34227.0,16990.0,16990.0,,,,,,,,,Dorsey College,Certificate,Associate
29640.0,16240.0,16240.0,480.0,440.0,600.0,570.0,1066.0,18.0,27.0,22.0,Eastern Michigan University,Bachelor,Graduate
27048.0,14778.0,14778.0,460.0,430.0,570.0,550.0,1012.0,20.0,24.0,23.0,Ferris State University,Bachelor,Graduate
17124.0,4176.0,6624.0,,,,,,,,,Glen Oaks Community College,Associate,Associate
61250.0,48470.0,48470.0,580.0,580.0,660.0,670.0,1251.0,26.0,30.0,28.0,Kettering University,Bachelor,Graduate
14456.0,4800.0,7530.0,,,,,,,,,Gogebic Community College,Associate,Associate
