latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
45192.0,35218.0,35218.0,,,,,,,,,Daemen University,Bachelor,Graduate
21150.0,10800.0,10800.0,,,,,,,,,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Bachelor,Non-degree-granting
47802.0,34220.0,34220.0,,,,,,,,,Dominican University New York,Bachelor,Graduate
17159.0,5670.0,10670.0,,,,,,,,,Dutchess Community College,Associate,Associate
18492.0,12444.0,12444.0,,,,,,,,,Belanger School of Nursing,Associate,Associate
52449.0,38976.0,38976.0,568.0,522.0,694.0,691.0,1314.0,26.0,29.0,,Elmira College,Bachelor,Graduate
14348.0,6100.0,11300.0,,,,,,,,,Erie Community College,Associate,Associate
26838.0,6294.0,16874.0,,,,,,,,,Fashion Institute of Technology,Associate,Graduate
19900.0,6234.0,8418.0,,,,,,,,,Finger Lakes Community College,Associate,Associate
42458.0,30250.0,30250.0,,,,,,,,,Five Towns College,Bachelor,Graduate
82762.0,64915.0,64915.0,660.0,660.0,730.0,750.0,1418.0,30.0,33.0,32.0,Fordham University,Bachelor,Graduate
14226.0,6198.0,6798.0,,,,,,,,,Fulton-Montgomery Community College,Associate,Associate
15959.0,5900.0,6500.0,,,,,,,,,Genesee Community College,Associate,Associate
84230.0,68960.0,68960.0,720.0,730.0,770.0,780.0,1506.0,33.0,35.0,34.0,Hamilton College,Bachelor,Bachelor
68614.0,54962.0,54962.0,540.0,530.0,670.0,620.0,1200.0,,,25.0,Hartwick College,Bachelor,Bachelor
51340.0,25852.0,25852.0,,,,,,,,,Helene Fuld College of Nursing,Associate,Bachelor
20149.0,5776.0,5776.0,,,,,,,,,Herkimer County Community College,Associate,Associate
42114.0,33740.0,33740.0,,,,,,,,,Hilbert College,Bachelor,Graduate
82602.0,65117.0,65117.0,610.0,580.0,700.0,685.0,1319.0,28.0,32.0,29.0,Hobart William Smith Colleges,Bachelor,Graduate
70624.0,57660.0,57660.0,620.0,610.0,700.0,700.0,1319.0,28.0,32.0,29.0,Hofstra University,Bachelor,Graduate
31143.0,18430.0,18430.0,600.0,570.0,695.0,680.0,1284.0,26.0,31.0,26.0,Houghton University,Bachelor,Graduate
15757.0,6796.0,11852.0,,,,,,,,,Hudson Valley Community College,Associate,Associate
60247.0,47260.0,47260.0,570.0,540.0,650.0,650.0,1217.0,24.0,29.0,26.0,Iona University,Bachelor,Graduate
33633.0,19200.0,19200.0,,,,,,,,,Island Drafting and Technical Institute,Associate,Associate
68699.0,53540.0,53540.0,630.0,600.0,710.0,680.0,1312.0,27.0,30.0,,Ithaca College,Bachelor,Graduate
18243.0,6840.0,6840.0,,,,,,,,,Jamestown Community College,Associate,Associate
19286.0,6264.0,11700.0,,,,,,,,,Jefferson Community College,Associate,Associate
85945.0,67357.0,67357.0,720.0,720.0,790.0,790.0,1500.0,,,33.0,Jewish Theological Seminary of America,Bachelor,Graduate
83892.0,57950.0,57950.0,,,,,,,,,The Juilliard School,Bachelor,Graduate
17850.0,13200.0,13200.0,,,,,,,,,Kehilath Yakov Rabbinical Seminary,Bachelor,Bachelor
54760.0,39332.0,39332.0,,,,,,,,26.0,Keuka College,Bachelor,Graduate
53064.0,33504.0,33504.0,500.0,460.0,580.0,558.0,1035.0,19.0,25.0,,LIM College,Bachelor,Graduate
53183.0,40330.0,40330.0,580.0,580.0,670.0,660.0,1255.0,25.0,30.0,27.0,Le Moyne College,Bachelor,Graduate
55424.0,42432.0,42432.0,560.0,550.0,670.0,680.0,1224.0,21.0,30.0,28.0,Long Island University,Bachelor,Graduate
30053.0,13500.0,13500.0,,,,,,,,,Machzikei Hadath Rabbinical College,Bachelor,Bachelor
43113.0,21700.0,21700.0,,,,,,,,,Mandl School-The College of Allied Health,Associate,Associate
64348.0,53400.0,53400.0,580.0,600.0,680.0,678.0,1270.0,25.0,29.0,,Manhattan University,Bachelor,Graduate
77703.0,57050.0,57050.0,,,,,,,,,Manhattan School of Music,Bachelor,Graduate
53499.0,44604.0,44604.0,,,,,,,,27.0,Manhattanville University,Bachelor,Graduate
21798.0,18740.0,18740.0,,,,,,,,,Maria College of Albany,Associate,Graduate
14370.0,12085.0,12085.0,,,,,,,,,Marion S Whelan School of Nursing of Geneva General Hospital,Certificate,Certificate
67574.0,47750.0,47750.0,600.0,590.0,680.0,660.0,1295.0,25.0,31.0,28.0,Marist University,Bachelor,Graduate
65767.0,41870.0,41870.0,585.0,520.0,673.0,650.0,1214.0,24.0,27.0,25.0,Marymount Manhattan College,Bachelor,Bachelor
32596.0,22880.0,22880.0,,,,,,,,25.0,Mercy University,Bachelor,Graduate
21810.0,15200.0,15200.0,,,,,,,,,Mesivta Torah Vodaath Rabbinical Seminary,Bachelor,Graduate
21300.0,10100.0,10100.0,,,,,,,,,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Associate,Bachelor
18560.0,13250.0,13250.0,,,,,,,,,Mesivtha Tifereth Jerusalem of America,Bachelor,Graduate
31734.0,15865.0,15865.0,,,,,,,,,Mildred Elley School-Albany Campus,Certificate,Associate
20614.0,13600.0,13600.0,,,,,,,,,Mirrer Yeshiva Cent Institute,Associate,Graduate
16656.0,6218.0,8851.0,,,,,,,,,Mohawk Valley Community College,Associate,Associate
50720.0,39790.0,39790.0,540.0,548.0,640.0,650.0,1187.0,22.0,28.0,29.0,Molloy University,Bachelor,Graduate
28285.0,18464.0,18464.0,,,,,,,,,Monroe University,Associate,Graduate
14606.0,6006.0,11056.0,,,,,,,,,Monroe Community College,Associate,Associate
55014.0,43450.0,43450.0,,,,,1150.0,19.0,28.0,22.0,Mount Saint Mary College,Bachelor,Graduate
54170.0,44540.0,44540.0,478.0,533.0,590.0,588.0,1090.0,,,20.0,University of Mount Saint Vincent,Bachelor,Graduate
14983.0,6330.0,12130.0,,,,,,,,,Nassau Community College,Associate,Associate
58254.0,42450.0,42450.0,530.0,540.0,650.0,670.0,1216.0,23.0,32.0,,Nazareth University,Bachelor,Graduate
44715.0,19000.0,19000.0,,,,,,,,,Neighborhood Playhouse School of the Theater,Certificate,Certificate
88284.0,58694.0,58694.0,,,,,,,,,The New School,Bachelor,Graduate
84374.0,62796.0,62796.0,720.0,760.0,760.0,800.0,1520.0,34.0,35.0,34.0,New York University,Bachelor,Graduate
13908.0,6894.0,12030.0,,,,,,,,,Niagara County Community College,Associate,Associate
51632.0,39345.0,39345.0,530.0,530.0,625.0,610.0,1168.0,22.0,28.0,25.0,Niagara University,Bachelor,Graduate
18051.0,6682.0,9370.0,,,,,,,,,North Country Community College,Associate,Associate
56976.0,46560.0,46560.0,590.0,600.0,690.0,730.0,1311.0,24.0,32.0,28.0,New York Institute of Technology,Bachelor,Graduate
48730.0,32330.0,32330.0,,,,,,,,,New York School of Interior Design,Certificate,Graduate
16585.0,6102.0,11392.0,,,,,,,,,Onondaga Community College,Associate,Associate
14807.0,6526.0,12334.0,,,,,,,,,Orange County Community College,Associate,Associate
69550.0,53290.0,53290.0,600.0,580.0,680.0,660.0,1266.0,24.0,29.0,26.0,Pace University,Bachelor,Graduate
51506.0,33009.0,33009.0,,,,,,,,,Paul Smiths College of Arts and Science,Bachelor,Graduate
26525.0,15450.0,15450.0,,,,,,,,,Plaza College,Associate,Bachelor
24830.0,18000.0,18000.0,,,,,,,,,Davis College,Bachelor,Bachelor
80049.0,61845.0,61845.0,590.0,560.0,700.0,690.0,1290.0,26.0,31.0,30.0,Pratt Institute-Main,Bachelor,Graduate
20400.0,10800.0,10800.0,,,,,,,,,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Bachelor,Graduate
20075.0,10000.0,10000.0,,,,,,,,,Rabbinical College Bobover Yeshiva Bnei Zion,Bachelor,Graduate
17750.0,8450.0,8450.0,,,,,,,,,Rabbinical Seminary Mkor Chaim,Bachelor,Bachelor
21600.0,10290.0,10290.0,,,,,,,,,Rabbinical College of Long Island,Associate,Bachelor
19700.0,10000.0,10000.0,,,,,,,,,Rabbinical Seminary of America,Bachelor,Graduate
82404.0,64081.0,64081.0,670.0,705.0,740.0,770.0,1456.0,30.0,34.0,33.0,Rensselaer Polytechnic Institute,Bachelor,Graduate
52919.0,38826.0,38826.0,505.0,485.0,670.0,635.0,1170.0,,,26.0,Roberts Wesleyan University,Bachelor,Graduate
74626.0,59274.0,59274.0,650.0,650.0,720.0,740.0,1383.0,29.0,33.0,31.0,Rochester Institute of Technology,Bachelor,Graduate
85962.0,67080.0,67080.0,680.0,730.0,750.0,790.0,1488.0,31.0,34.0,33.0,University of Rochester,Bachelor,Graduate
18713.0,6862.0,6862.0,,,,,,,,,Rockland Community College,Associate,Associate
50607.0,38164.0,38164.0,,,,,,,,,Russell Sage College,Bachelor,Graduate
57271.0,41735.0,41735.0,535.0,530.0,650.0,640.0,1197.0,24.0,30.0,24.0,St Bonaventure University,Bachelor,Graduate
38098.0,28775.0,28775.0,,,,,,,,24.0,St. Francis College,Bachelor,Graduate
82000.0,65900.0,65900.0,645.0,610.0,710.0,710.0,1371.0,30.0,33.0,31.0,St Lawrence University,Bachelor,Graduate
53370.0,39450.0,39450.0,410.0,470.0,520.0,565.0,1000.0,,,29.0,St. Thomas Aquinas College,Bachelor,Graduate
82467.0,66862.0,66862.0,650.0,590.0,740.0,690.0,1366.0,28.0,31.0,31.0,Sarah Lawrence College,Bachelor,Graduate
16830.0,6190.0,8974.0,,,,,,,,,Schenectady County Community College,Associate,Associate
64870.0,46580.0,46580.0,550.0,560.0,680.0,680.0,1254.0,27.0,33.0,,Siena College,Bachelor,Graduate
85270.0,67290.0,67290.0,680.0,660.0,750.0,730.0,1405.0,31.0,33.0,31.0,Skidmore College,Bachelor,Bachelor
41897.0,36550.0,36550.0,560.0,550.0,640.0,630.0,1190.0,24.0,29.0,26.0,St. Joseph's University-New York,Bachelor,Graduate
55201.0,41190.0,41190.0,560.0,560.0,650.0,650.0,1214.0,23.0,28.0,26.0,St. John Fisher University,Bachelor,Graduate
44677.0,17492.0,17492.0,,,,,,,,,St Paul's School of Nursing-Staten Island,Associate,Associate
65527.0,53020.0,53020.0,580.0,570.0,670.0,670.0,1244.0,24.0,29.0,26.0,St. John's University-New York,Bachelor,Graduate
16601.0,6468.0,12132.0,,,,,,,,,Sullivan County Community College,Associate,Associate
25385.0,8892.0,16837.0,500.0,490.0,600.0,600.0,1094.0,20.0,24.0,,SUNY College of Technology at Alfred,Associate,Bachelor
24906.0,8742.0,13572.0,,,,,,,,20.0,SUNY College of Technology at Canton,Bachelor,Bachelor
26944.0,8772.0,12762.0,450.0,460.0,580.0,580.0,1004.0,18.0,23.0,,SUNY College of Technology at Delhi,Bachelor,Graduate
27786.0,8768.0,18678.0,,,,,,,,19.0,SUNY College of Agriculture and Technology at Cobleskill,Bachelor,Bachelor
18966.0,8626.0,18536.0,520.0,520.0,620.0,620.0,1147.0,20.0,28.0,24.0,Farmingdale State College,Bachelor,Graduate
26833.0,8825.0,19245.0,510.0,480.0,620.0,610.0,1130.0,,,,SUNY Morrisville,Associate,Bachelor
28802.0,10866.0,31256.0,,,,,,,,26.0,University at Albany,Bachelor,Graduate
30345.0,10567.0,30447.0,670.0,670.0,740.0,760.0,1415.0,30.0,32.0,32.0,Binghamton University,Bachelor,Graduate
30785.0,10936.0,31536.0,600.0,610.0,680.0,700.0,1295.0,27.0,32.0,28.0,University at Buffalo,Bachelor,Graduate
30539.0,10931.0,32741.0,650.0,680.0,730.0,770.0,1419.0,29.0,33.0,31.0,Stony Brook University,Bachelor,Graduate
28133.0,9303.0,22263.0,,,,,,,,,SUNY College of Environmental Science and Forestry,Bachelor,Graduate
23741.0,8625.0,21215.0,505.0,520.0,680.0,690.0,1201.0,22.0,30.0,27.0,SUNY Polytechnic Institute,Bachelor,Graduate
26046.0,8752.0,15822.0,550.0,550.0,640.0,640.0,1193.0,23.0,26.0,26.0,SUNY Brockport,Bachelor,Graduate
24279.0,8533.0,19653.0,490.0,490.0,630.0,610.0,1070.0,,,,SUNY Buffalo State University,Bachelor,Graduate
28108.0,8874.0,18784.0,,,,,,,,25.0,State University of New York at Cortland,Bachelor,Graduate
25879.0,8831.0,19771.0,590.0,570.0,680.0,690.0,1250.0,23.0,28.0,27.0,SUNY at Fredonia,Bachelor,Graduate
27709.0,8999.0,19569.0,600.0,590.0,670.0,670.0,1286.0,26.0,31.0,28.0,SUNY College at Geneseo,Bachelor,Graduate
28428.0,8572.0,18822.0,600.0,570.0,690.0,650.0,1265.0,25.0,29.0,27.0,State University of New York at New Paltz,Bachelor,Graduate
28821.0,8831.0,19781.0,570.0,550.0,660.0,650.0,1230.0,25.0,30.0,,SUNY Oneonta,Bachelor,Graduate
27052.0,8825.0,18735.0,530.0,540.0,630.0,640.0,1187.0,23.0,29.0,27.0,State University of New York at Oswego,Bachelor,Graduate
25083.0,8768.0,18678.0,,,,,,,,,SUNY College at Potsdam,Bachelor,Graduate
29043.0,8953.0,19203.0,620.0,565.0,710.0,670.0,1312.0,27.0,30.0,29.0,SUNY at Purchase College,Bachelor,Graduate
21287.0,8422.0,18842.0,,,,,,,,,SUNY Old Westbury,Bachelor,Graduate
28244.0,9035.0,18945.0,540.0,540.0,640.0,610.0,1165.0,22.0,28.0,26.0,State University of New York at Plattsburgh,Bachelor,Graduate
19699.0,7648.0,17558.0,,,,,,,,,Empire State University,Bachelor,Graduate
29786.0,8589.0,19159.0,570.0,553.0,640.0,648.0,1214.0,22.0,28.0,26.0,SUNY Maritime College,Bachelor,Graduate
35629.0,27066.0,27066.0,,,,,,,,,Swedish Institute a College of Health Sciences,Associate,Associate
84517.0,65528.0,65528.0,640.0,630.0,720.0,720.0,1375.0,29.0,32.0,30.0,Syracuse University,Bachelor,Graduate
20353.0,8750.0,8750.0,,,,,,,,,Talmudical Seminary Oholei Torah,Bachelor,Bachelor
16850.0,6150.0,6150.0,,,,,,,,,Talmudical Institute of Upstate New York,Bachelor,Bachelor
20222.0,6970.0,12855.0,,,,,,,,,Tompkins Cortland Community College,Associate,Associate
34000.0,9600.0,9600.0,,,,,,,,,Torah Temimah Talmudical Seminary,Bachelor,Bachelor
40500.0,22450.0,22450.0,630.0,588.0,730.0,723.0,1348.0,24.0,32.0,,Touro University,Bachelor,Graduate
29845.0,20640.0,20640.0,,,,,,,,,Trocaire College,Associate,Bachelor
14925.0,6666.0,12146.0,,,,,,,,,Ulster County Community College,Associate,Associate
84561.0,69039.0,69039.0,660.0,650.0,720.0,760.0,1395.0,29.0,33.0,30.0,Union College,Bachelor,Bachelor
22754.0,15000.0,15000.0,,,,,,,,,United Talmudical Seminary,Bachelor,Bachelor
9168.0,895.0,895.0,560.0,550.0,650.0,650.0,1207.0,22.0,29.0,27.0,United States Merchant Marine Academy,Bachelor,Graduate
37205.0,26930.0,26930.0,480.0,510.0,660.0,590.0,1110.0,,,,Utica University,Bachelor,Graduate
87419.0,71030.0,71030.0,730.0,720.0,770.0,780.0,1494.0,33.0,35.0,33.0,Vassar College,Bachelor,Bachelor
36335.0,28670.0,28670.0,,,,,,,,,Villa Maria College,Bachelor,Bachelor
78051.0,51400.0,51400.0,610.0,578.0,730.0,760.0,1320.0,,,26.0,School of Visual Arts,Bachelor,Graduate
65574.0,53200.0,53200.0,600.0,590.0,660.0,630.0,1243.0,23.0,28.0,,Wagner College,Bachelor,Graduate
81950.0,63214.0,63214.0,710.0,720.0,750.0,780.0,1496.0,32.0,34.0,33.0,Webb Institute,Bachelor,Bachelor
31660.0,25191.0,25191.0,,,,,,,,,The College of Westchester,Bachelor,Bachelor
15316.0,5948.0,12486.0,,,,,,,,,SUNY Westchester Community College,Associate,Associate
22600.0,11500.0,11500.0,,,,,,,,,Word of Life Bible Institute,Certificate,Certificate
18612.0,13300.0,13300.0,,,,,,,,,Yeshiva Karlin Stolin,Bachelor,Bachelor
24200.0,12700.0,12700.0,,,,,,,,,Yeshiva Derech Chaim,Associate,Graduate
23300.0,14000.0,14000.0,,,,,,,,,Yeshiva of Nitra Rabbinical College,Bachelor,Graduate
22150.0,19550.0,19550.0,,,,,,,,,Yeshivath Shaar Hatorah,Bachelor,Bachelor
70892.0,51800.0,51800.0,670.0,670.0,740.0,770.0,1426.0,29.0,33.0,,Yeshiva University,Bachelor,Graduate
20397.0,12000.0,12000.0,,,,,,,,,Yeshivath Viznitz,Bachelor,Bachelor
20440.0,10880.0,10880.0,,,,,,,,,Yeshivath Zichron Moshe,Associate,Bachelor
13621.0,2242.0,7652.0,,,,,,,,,College of the Albemarle,Associate,Associate
16111.0,2022.0,6630.0,,,,,,,,,South Piedmont Community College,Associate,Associate
23169.0,7579.0,25212.0,570.0,550.0,660.0,620.0,1214.0,21.0,27.0,27.0,Appalachian State University,Bachelor,Graduate
16061.0,2882.0,9026.0,,,,,,,,,Asheville-Buncombe Technical Community College,Certificate,Associate
51935.0,37250.0,37250.0,,,,,,,,20.0,Barton College,Bachelor,Graduate
16245.0,2540.0,8684.0,,,,,,,,,Beaufort County Community College,Certificate,Associate
34788.0,19500.0,19500.0,490.0,470.0,610.0,590.0,1099.0,18.0,26.0,22.0,Belmont Abbey College,Bachelor,Graduate
41296.0,19140.0,19140.0,410.0,410.0,580.0,480.0,925.0,,,,Bennett College,Bachelor,Bachelor
12613.0,2618.0,8762.0,,,,,,,,,Bladen Community College,Associate,Associate
13274.0,2660.0,8804.0,,,,,,,,,Blue Ridge Community College,Certificate,Associate
47288.0,32280.0,32280.0,440.0,430.0,620.0,600.0,1060.0,16.0,26.0,,Brevard College,Bachelor,Graduate
12836.0,2553.0,8697.0,,,,,,,,,Brunswick Community College,Associate,Associate
26375.0,16550.0,16550.0,,,,,1150.0,21.0,23.0,23.0,Cabarrus College of Health Sciences,Associate,Graduate
20188.0,2526.0,6526.0,,,,,,,,,Caldwell Community College and Technical Institute,Associate,Associate
62187.0,41600.0,41600.0,,,,,,,,22.0,Campbell University,Bachelor,Graduate
14740.0,2748.0,8892.0,,,,,,,,,Cape Fear Community College,Associate,Associate
19621.0,2310.0,8222.0,,,,,,,,,Carteret Community College,Certificate,Associate
49516.0,34300.0,34300.0,520.0,510.0,650.0,650.0,1096.0,17.0,25.0,22.0,Catawba College,Bachelor,Graduate
20446.0,2427.0,7803.0,,,,,,,,,Catawba Valley Community College,Associate,Associate
14901.0,2711.0,8855.0,,,,,,,,,Central Carolina Community College,Associate,Associate
10546.0,2792.0,8936.0,,,,,,,,,Central Piedmont Community College,Certificate,Associate
39027.0,27910.0,27910.0,,,,,,,,18.0,Chowan University,Bachelor,Graduate
5565.0,2602.0,8746.0,,,,,,,,,Cleveland Community College,Associate,Associate
16793.0,2512.0,8656.0,,,,,,,,,Coastal Carolina Community College,Associate,Associate
10735.0,2022.0,6630.0,,,,,,,,,Craven Community College,Associate,Associate
14280.0,1980.0,6588.0,,,,,,,,,Davidson-Davie Community College,Certificate,Associate
79475.0,64410.0,64410.0,695.0,705.0,750.0,780.0,1469.0,31.0,34.0,,Davidson College,Bachelor,Bachelor
87072.0,68758.0,68758.0,740.0,760.0,770.0,800.0,1548.0,34.0,35.0,34.0,Duke University,Bachelor,Graduate
10430.0,1986.0,6594.0,,,,,,,,,Durham Technical Community College,Associate,Associate
23867.0,7361.0,23638.0,540.0,530.0,630.0,610.0,1180.0,21.0,26.0,,East Carolina University,Bachelor,Graduate
9330.0,2640.0,8784.0,,,,,,,,,Edgecombe Community College,Certificate,Associate
17701.0,6536.0,10536.0,470.0,450.0,560.0,520.0,1019.0,16.0,22.0,17.0,Elizabeth City State University,Bachelor,Graduate
62266.0,46958.0,46958.0,580.0,550.0,650.0,630.0,1208.0,23.0,28.0,,Elon University,Bachelor,Graduate
11277.0,2628.0,8772.0,,,,,,,,,Fayetteville Technical Community College,Certificate,Associate
16652.0,4353.0,8353.0,460.0,430.0,550.0,540.0,959.0,15.0,19.0,17.0,Fayetteville State University,Bachelor,Graduate
14101.0,2276.0,6884.0,,,,,,,,,Forsyth Technical Community College,Associate,Associate
47091.0,34760.0,34760.0,495.0,480.0,608.0,590.0,1113.0,19.0,25.0,21.0,Gardner-Webb University,Bachelor,Graduate
16866.0,3186.0,9330.0,,,,,,,,,Gaston College,Certificate,Associate
35165.0,21000.0,21000.0,,,,,,,,,Greensboro College,Bachelor,Graduate
55689.0,41362.0,41362.0,550.0,570.0,650.0,610.0,1105.0,18.0,24.0,20.0,Guilford College,Bachelor,Graduate
20529.0,2320.0,7696.0,,,,,,,,,Guilford Technical Community College,Associate,Associate
16938.0,2608.0,8752.0,,,,,,,,,Halifax Community College,Associate,Associate
17011.0,2580.0,8724.0,,,,,,,,,Haywood Community College,Associate,Associate
24868.0,8688.0,8688.0,,,,,,,,,Heritage Bible College,Bachelor,Bachelor
65548.0,45312.0,45312.0,560.0,550.0,670.0,650.0,1288.0,24.0,33.0,26.0,High Point University,Bachelor,Graduate
18132.0,2030.0,6638.0,,,,,,,,,Isothermal Community College,Certificate,Associate
11870.0,2592.0,8736.0,,,,,,,,,James Sprunt Community College,Certificate,Associate
34923.0,21300.0,21300.0,,,,,,,,,Johnson C Smith University,Bachelor,Graduate
11230.0,2756.0,8900.0,,,,,,,,,Johnston Community College,Certificate,Associate
49498.0,33250.0,33250.0,,,,,,,,23.0,Lees-McRae College,Bachelor,Graduate
14929.0,2578.0,8722.0,,,,,,,,,Lenoir Community College,Certificate,Associate
44621.0,31900.0,31900.0,,,,,,,,,Lenoir-Rhyne University,Bachelor,Graduate
28305.0,18296.0,18296.0,,,,,,,,14.0,Livingstone College,Bachelor,Graduate
38833.0,24120.0,24120.0,,,,,,,,,Louisburg College,Associate,Associate
50099.0,37736.0,37736.0,,,,,,,,,Mars Hill University,Bachelor,Graduate
11275.0,2523.0,8667.0,,,,,,,,,Martin Community College,Certificate,Associate
14932.0,2626.0,8770.0,,,,,,,,,Mayland Community College,Associate,Associate
18783.0,2032.0,6640.0,,,,,,,,,McDowell Technical Community College,Associate,Associate
57313.0,45630.0,45630.0,588.0,510.0,668.0,680.0,1204.0,23.0,29.0,26.0,Meredith College,Bachelor,Graduate
55796.0,41250.0,41250.0,550.0,530.0,630.0,620.0,1182.0,22.0,27.0,24.0,Methodist University,Bachelor,Graduate
16661.0,2641.0,8785.0,,,,,,,,,Mitchell Community College,Certificate,Associate
17669.0,2538.0,8682.0,,,,,,,,,Montgomery Community College,Certificate,Associate
47133.0,36450.0,36450.0,,,,,,,,25.0,Montreat College,Bachelor,Graduate
38569.0,27366.0,27366.0,,,,,1050.0,18.0,24.0,19.0,University of Mount Olive,Bachelor,Graduate
10062.0,2866.0,8866.0,,,,,,,,,Nash Community College,Certificate,Associate
20427.0,6813.0,20673.0,510.0,510.0,600.0,590.0,1074.0,17.0,23.0,19.0,North Carolina A & T State University,Bachelor,Graduate
21685.0,7501.0,24849.0,600.0,570.0,700.0,660.0,1251.0,23.0,29.0,26.0,University of North Carolina Asheville,Bachelor,Graduate
26055.0,8994.0,41203.0,690.0,700.0,750.0,780.0,1439.0,28.0,34.0,25.0,University of North Carolina at Chapel Hill,Bachelor,Graduate
23010.0,7239.0,22492.0,570.0,570.0,660.0,670.0,1231.0,21.0,28.0,24.0,University of North Carolina at Charlotte,Bachelor,Graduate
21373.0,7661.0,24012.0,590.0,560.0,685.0,670.0,1193.0,22.0,27.0,24.0,University of North Carolina at Greensboro,Bachelor,Graduate
26556.0,6699.0,19735.0,,,,,1050.0,19.0,22.0,18.0,North Carolina Central University,Bachelor,Graduate
26470.0,9477.0,27211.0,600.0,540.0,720.0,650.0,1260.0,22.0,29.0,25.0,University of North Carolina School of the Arts,Bachelor,Graduate
26425.0,8799.0,32847.0,650.0,650.0,720.0,750.0,1376.0,28.0,32.0,30.0,North Carolina State University at Raleigh,Bachelor,Graduate
49974.0,35736.0,35736.0,,,,,,,,18.0,North Carolina Wesleyan University,Bachelor,Graduate
26547.0,7277.0,24152.0,620.0,610.0,680.0,660.0,1287.0,24.0,29.0,26.0,University of North Carolina Wilmington,Bachelor,Graduate
8227.0,1867.0,6475.0,,,,,,,,,Pamlico Community College,Certificate,Associate
49362.0,34176.0,34176.0,545.0,535.0,630.0,595.0,1170.0,22.0,27.0,24.0,William Peace University,Bachelor,Bachelor
17261.0,3648.0,7648.0,490.0,480.0,600.0,600.0,1056.0,18.0,23.0,19.0,University of North Carolina at Pembroke,Bachelor,Graduate
45542.0,35070.0,35070.0,,,,,,,,22.0,Pfeiffer University,Bachelor,Graduate
12039.0,2556.0,8700.0,,,,,,,,,Piedmont Community College,Associate,Associate
15979.0,2580.0,8724.0,,,,,,,,,Pitt Community College,Associate,Associate
65742.0,45846.0,45846.0,560.0,580.0,670.0,670.0,1206.0,20.0,27.0,24.0,Queens University of Charlotte,Bachelor,Graduate
16435.0,2416.0,8176.0,,,,,,,,,Randolph Community College,Certificate,Associate
15667.0,1956.0,6564.0,,,,,,,,,Richmond Community College,Certificate,Associate
33011.0,17280.0,17280.0,390.0,440.0,640.0,570.0,1000.0,,,18.0,Mid-Atlantic Christian University,Bachelor,Bachelor
9415.0,2642.0,8786.0,,,,,,,,,Roanoke-Chowan Community College,Associate,Associate
12628.0,2581.0,8725.0,,,,,,,,,Robeson Community College,Associate,Associate
10933.0,1966.0,6574.0,,,,,,,,,Rockingham Community College,Associate,Associate
17338.0,2064.0,6672.0,,,,,,,,,Rowan-Cabarrus Community College,Certificate,Associate
33179.0,16896.0,16896.0,,,,,,,,,Saint Augustine's University,Bachelor,Bachelor
48532.0,33848.0,33848.0,553.0,513.0,643.0,600.0,1082.0,16.0,22.0,19.0,Salem College,Bachelor,Graduate
13142.0,2877.0,9789.0,,,,,,,,,Sampson Community College,Associate,Associate
14709.0,2040.0,6648.0,,,,,,,,,Sandhills Community College,Associate,Associate
30861.0,17538.0,17538.0,,,,,,,,,Shaw University,Bachelor,Graduate
50681.0,32388.0,32388.0,,,,,,,,,St. Andrews University,Bachelor,Graduate
15193.0,2600.0,8744.0,,,,,,,,,Southeastern Community College,Associate,Associate
15856.0,4112.0,13184.0,,,,,,,,,Southwestern Community College,Certificate,Associate
15370.0,2672.0,8816.0,,,,,,,,,Stanly Community College,Certificate,Associate
22632.0,11318.0,11318.0,540.0,460.0,660.0,590.0,1127.0,21.0,24.0,,Southeastern Baptist Theological Seminary,Bachelor,Graduate
14271.0,2668.0,8812.0,,,,,,,,,Surry Community College,Certificate,Associate
15922.0,2592.0,8736.0,,,,,,,,,Alamance Community College,Certificate,Associate
18830.0,2636.0,8780.0,,,,,,,,,Tri-County Community College,Associate,Associate
13153.0,1944.0,6552.0,,,,,,,,,Vance-Granville Community College,Associate,Associate
87499.0,67642.0,67642.0,700.0,710.0,750.0,770.0,1475.0,32.0,34.0,,Wake Forest University,Bachelor,Graduate
15953.0,2254.0,6862.0,,,,,,,,,Wake Technical Community College,Certificate,Associate
56966.0,41500.0,41500.0,,,,,1350.0,25.0,29.0,27.0,Warren Wilson College,Bachelor,Graduate
11096.0,2566.0,8710.0,,,,,,,,,Wayne Community College,Certificate,Associate
16642.0,2650.0,8794.0,,,,,,,,,Western Piedmont Community College,Associate,Associate
9844.0,2572.0,8716.0,,,,,,,,,Wilkes Community College,Certificate,Associate
10765.0,2572.0,8716.0,,,,,,,,,Wilson Community College,Associate,Associate
57473.0,41636.0,41636.0,510.0,500.0,610.0,600.0,1111.0,18.0,25.0,,Wingate University,Bachelor,Graduate
